"year","site","transect","PANINT","STRPURAD","mpa_status","reserve","year_mpa"
2001,"GOLB","2",0.0125,2.83333333333333,"REFERENCE","OUT",0
2001,"IVEE","1",0,3.16666666666667,"SMCA","IN",2012
2001,"IVEE","2",0,1.33333333333333,"SMCA","IN",2012
2001,"MOHK","1",0.0125,21.8333333333334,"REFERENCE","OUT",0
2001,"MOHK","2",0,17.1666666666667,"REFERENCE","OUT",0
2001,"NAPL","1",0,41.3333333333333,"SMCA","IN",2012
2001,"NAPL","2",0,33.5,"SMCA","IN",2012
2001,"NAPL","3",0,32.1666666666667,"SMCA","IN",2012
2001,"NAPL","4",0,1.5,"SMCA","IN",2012
2001,"NAPL","5",0,22.6666666666667,"SMCA","IN",2012
2001,"NAPL","6",0,32.1666666666666,"SMCA","IN",2012
2001,"NAPL","7",0,29.3333333333333,"SMCA","IN",2012
2001,"NAPL","8",0,18.5,"SMCA","IN",2012
2002,"ABUR","1",0,0,"REFERENCE","OUT",0
2002,"ABUR","2",0,0,"REFERENCE","OUT",0
2002,"AHND","1",0,0,"REFERENCE","OUT",0
2002,"AHND","2",0,3.83333333333333,"REFERENCE","OUT",0
2002,"AQUE","1",0,0,"REFERENCE","OUT",0
2002,"AQUE","2",0,0.166666666666667,"REFERENCE","OUT",0
2002,"AQUE","3",0,0,"REFERENCE","OUT",0
2002,"AQUE","4",0,2.33333333333333,"REFERENCE","OUT",0
2002,"AQUE","5",0,0.333333333333333,"REFERENCE","OUT",0
2002,"AQUE","6",0,0,"REFERENCE","OUT",0
2002,"BULL","1",0,37.8333333333333,"REFERENCE","OUT",0
2002,"BULL","3",0,0.5,"REFERENCE","OUT",0
2002,"BULL","6",0,0,"REFERENCE","OUT",0
2002,"CARP","1",0,15.3333333333333,"REFERENCE","OUT",0
2002,"CARP","2",0,24,"REFERENCE","OUT",0
2002,"CARP","3",0,23,"REFERENCE","OUT",0
2002,"CARP","4",0,71.8333333333333,"REFERENCE","OUT",0
2002,"CARP","5",0.0625,52,"REFERENCE","OUT",0
2002,"CARP","6",0,55.6666666666666,"REFERENCE","OUT",0
2002,"CARP","7",0,10.6666666666667,"REFERENCE","OUT",0
2002,"CARP","8",0,100.666666666667,"REFERENCE","OUT",0
2002,"GOLB","1",0,1,"REFERENCE","OUT",0
2002,"GOLB","2",0,3.83333333333333,"REFERENCE","OUT",0
2002,"IVEE","1",0,2.83333333333333,"SMCA","IN",2012
2002,"IVEE","2",0,0.833333333333333,"SMCA","IN",2012
2002,"MOHK","1",0,14.3333333333334,"REFERENCE","OUT",0
2002,"MOHK","2",0,6.16666666666667,"REFERENCE","OUT",0
2002,"NAPL","1",0,10,"SMCA","IN",2012
2002,"NAPL","2",0,8.33333333333333,"SMCA","IN",2012
2002,"NAPL","3",0,28.5,"SMCA","IN",2012
2002,"NAPL","4",0,1,"SMCA","IN",2012
2002,"NAPL","5",0,15.6666666666667,"SMCA","IN",2012
2002,"NAPL","6",0,20,"SMCA","IN",2012
2002,"NAPL","7",0,18.1666666666667,"SMCA","IN",2012
2002,"NAPL","8",0,11.8333333333333,"SMCA","IN",2012
2003,"ABUR","1",0,0,"REFERENCE","OUT",0
2003,"ABUR","2",0,0,"REFERENCE","OUT",0
2003,"AHND","1",0,0,"REFERENCE","OUT",0
2003,"AHND","2",0,14.8333333333333,"REFERENCE","OUT",0
2003,"ANACAPA_EAST_ISLE","CEN-INNER-1",0.0666666666666667,2.61666666666667,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","CEN-INNER-2",0,0.7,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","CEN-OUTER-1",0,0.833333333333333,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","CEN-OUTER-2",0,1.2,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","E-INNER-1",0,1.28333333333333,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","E-INNER-2",0,0.816666666666667,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","E-OUTER-1",0.0166666666666667,0.366666666666667,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","E-OUTER-2",0,0.466666666666667,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","W-INNER-1",0,2.76666666666667,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","W-INNER-2",0,3.3,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","W-OUTER-1",0,0.483333333333333,"SMR","IN",1978
2003,"ANACAPA_EAST_ISLE","W-OUTER-2",0.0166666666666667,0.383333333333333,"SMR","IN",1978
2003,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-1",0,0.833333333333333,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-2",0,1.65,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-3",0,9.08333333333333,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-4",0,5,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","E-INNER-1",0,60,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","E-INNER-2",0,8.6,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","E-OUTER-1",0,37.5,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","E-OUTER-2",0,6.1,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","W-INNER-1",0,66.6666666666667,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","W-INNER-2",0,22.5,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","W-OUTER-1",0,43.3333333333333,"SMR","IN",2003
2003,"ANACAPA_MIDDLE_ISLE","W-OUTER-2",0.0166666666666667,10.2833333333333,"SMR","IN",2003
2003,"ANACAPA_WEST_ISLE","CEN-INNER-1",0.0333333333333333,10.95,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","CEN-INNER-2",0.0833333333333333,10.5,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","CEN-OUTER-1",0.0166666666666667,3.9,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","CEN-OUTER-2",0,3.4,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","E-INNER-1",0,12.4166666666667,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","E-INNER-2",0.0166666666666667,11.1833333333333,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","E-OUTER-1",0,11.9833333333333,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","E-OUTER-2",0,5.01666666666667,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","W-INNER-1",0,12.3333333333333,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","W-INNER-2",0,12.5166666666667,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","W-OUTER-1",0,1.65,"SMCA","IN",2003
2003,"ANACAPA_WEST_ISLE","W-OUTER-2",0,0.183333333333333,"SMCA","IN",2003
2003,"AQUE","1",0,0.333333333333333,"REFERENCE","OUT",0
2003,"AQUE","2",0,0,"REFERENCE","OUT",0
2003,"AQUE","3",0,0.166666666666667,"REFERENCE","OUT",0
2003,"AQUE","4",0,0.166666666666667,"REFERENCE","OUT",0
2003,"AQUE","5",0,0,"REFERENCE","OUT",0
2003,"AQUE","6",0,0,"REFERENCE","OUT",0
2003,"BULL","1",0,0.166666666666667,"REFERENCE","OUT",0
2003,"BULL","3",0,0,"REFERENCE","OUT",0
2003,"BULL","6",0,0,"REFERENCE","OUT",0
2003,"CARP","1",0,15.1666666666666,"REFERENCE","OUT",0
2003,"CARP","2",0.0125,7.66666666666667,"REFERENCE","OUT",0
2003,"CARP","3",0,12.6666666666667,"REFERENCE","OUT",0
2003,"CARP","4",0,46.5,"REFERENCE","OUT",0
2003,"CARP","5",0.0125,38.1666666666666,"REFERENCE","OUT",0
2003,"CARP","6",0,28.5,"REFERENCE","OUT",0
2003,"CARP","7",0,10.3333333333333,"REFERENCE","OUT",0
2003,"CARP","8",0,73,"REFERENCE","OUT",0
2003,"GOLB","1",0,2.66666666666667,"REFERENCE","OUT",0
2003,"GOLB","2",0,0.333333333333333,"REFERENCE","OUT",0
2003,"IVEE","1",0,0.333333333333333,"SMCA","IN",2012
2003,"IVEE","2",0,0.833333333333333,"SMCA","IN",2012
2003,"JALAMA","N-INNER-2",0,0.816666666666667,"reference","OUT",0
2003,"MOHK","1",0,4.66666666666667,"REFERENCE","OUT",0
2003,"MOHK","2",0,7.66666666666667,"REFERENCE","OUT",0
2003,"NAPL","1",0,6.5,"SMCA","IN",2012
2003,"NAPL","2",0,1,"SMCA","IN",2012
2003,"NAPL","3",0,14.8333333333333,"SMCA","IN",2012
2003,"NAPL","4",0,0.333333333333333,"SMCA","IN",2012
2003,"NAPL","5",0,0,"SMCA","IN",2012
2003,"NAPL","6",0,5.33333333333333,"SMCA","IN",2012
2003,"NAPL","7",0,2,"SMCA","IN",2012
2003,"NAPL","8",0,3.33333333333334,"SMCA","IN",2012
2003,"PURISIMA","N-INNER-1",0,0.0166666666666667,"SMR","IN",2007
2003,"SCI_FORNEY","E-INNER-1",0,5.66666666666667,"reference","OUT",0
2003,"SCI_FORNEY","E-MID-1",0,0.666666666666667,"reference","OUT",0
2003,"SCI_FORNEY","W-INNER-2",0,0.0333333333333333,"reference","OUT",0
2003,"SCI_FORNEY","W-MID-2",0,0.183333333333333,"reference","OUT",0
2003,"SCI_FORNEY","W-OUTER-1",0,0.166666666666667,"reference","OUT",0
2003,"SCI_HAZARDS","CEN-INNER-1",0,3.4,"reference","OUT",0
2003,"SCI_HAZARDS","CEN-INNER-2",0,0.616666666666667,"reference","OUT",0
2003,"SCI_HAZARDS","E-INNER-1",0,0.283333333333333,"reference","OUT",0
2003,"SCI_HAZARDS","W-INNER-1",0,3.33333333333333,"reference","OUT",0
2003,"SCI_HAZARDS","W-INNER-2",0,7.11666666666667,"reference","OUT",0
2003,"SCI_HAZARDS","W-OUTER-1",0,0.0166666666666667,"reference","OUT",0
2003,"SCI_PAINTED_CAVE","CEN-INNER-1",0,2.91666666666667,"SMCA","IN",2003
2003,"SCI_PAINTED_CAVE","CEN-INNER-2",0,0.6,"SMCA","IN",2003
2003,"SCI_PAINTED_CAVE","CEN-OUTER-1",0,0.466666666666667,"SMCA","IN",2003
2003,"SCI_PAINTED_CAVE","E-INNER-1",0,1.31666666666667,"SMCA","IN",2003
2003,"SCI_PAINTED_CAVE","E-INNER-2",0,0.766666666666667,"SMCA","IN",2003
2003,"SCI_PAINTED_CAVE","E-OUTER-1",0,0.133333333333333,"SMCA","IN",2003
2003,"SCI_PAINTED_CAVE","E-OUTER-2",0,0.2,"SMCA","IN",2003
2003,"SCI_PELICAN","CEN-INNER-1",0,2.48333333333333,"reference","OUT",0
2003,"SCI_PELICAN","CEN-INNER-2",0,0.483333333333333,"reference","OUT",0
2003,"SCI_PELICAN","CEN-OUTER-1",0,0.4,"reference","OUT",0
2003,"SCI_PELICAN","CEN-OUTER-2",0,0.816666666666667,"reference","OUT",0
2003,"SCI_PELICAN","E-INNER-1",0,3.6,"reference","OUT",0
2003,"SCI_PELICAN","E-INNER-2",0,10.4,"reference","OUT",0
2003,"SCI_PELICAN","E-OUTER-1",0,0.833333333333333,"reference","OUT",0
2003,"SCI_PELICAN","E-OUTER-2",0,3.48333333333333,"reference","OUT",0
2003,"SCI_PELICAN","W-INNER-1",0,40,"reference","OUT",0
2003,"SCI_PELICAN","W-INNER-2",0,18.95,"reference","OUT",0
2003,"SCI_PELICAN","W-OUTER-1",0,8.03333333333333,"reference","OUT",0
2003,"SCI_PELICAN","W-OUTER-2",0,8.23333333333333,"reference","OUT",0
2003,"SCI_YELLOWBANKS","CEN-INNER-1",0,0.1,"reference","OUT",0
2003,"SCI_YELLOWBANKS","CEN-INNER-2",0,1.1,"reference","OUT",0
2003,"SCI_YELLOWBANKS","CEN-MID-1",0,0.433333333333333,"reference","OUT",0
2003,"SCI_YELLOWBANKS","CEN-MID-2",0,2.6,"reference","OUT",0
2003,"SCI_YELLOWBANKS","CEN-OUTER-1",0,0.0833333333333333,"reference","OUT",0
2003,"SCI_YELLOWBANKS","W-MID-1",0,12.2666666666667,"reference","OUT",0
2003,"SCI_YELLOWBANKS","W-MID-2",0,5.1,"reference","OUT",0
2003,"SCI_YELLOWBANKS","W-OUTER-1",0,2.61666666666667,"reference","OUT",0
2003,"SCI_YELLOWBANKS","W-OUTER-2",0,5.41666666666667,"reference","OUT",0
2003,"SMI_CROOK_POINT","W-OUTER-1",0,0.05,"reference","OUT",0
2003,"SMI_CROOK_POINT","W-OUTER-3",0,0.0833333333333333,"reference","OUT",0
2003,"SMI_CUYLER","E-INNER-1",0,0.166666666666667,"reference","OUT",0
2003,"SMI_CUYLER","E-INNER-2",0,0.0166666666666667,"reference","OUT",0
2003,"SMI_CUYLER","E-OUTER-2",0,0.0166666666666667,"reference","OUT",0
2003,"SMI_PRINCE_ISLAND","CEN-MID-2",0,0.0166666666666667,"SMR","IN",2003
2003,"SMI_PRINCE_ISLAND","N-INNER-3",0,0.133333333333333,"SMR","IN",2003
2003,"SMI_TYLER_BIGHT","W-INNER-1",0,0.116666666666667,"reference","OUT",0
2003,"SMI_TYLER_BIGHT","W-INNER-2",0,0.616666666666667,"reference","OUT",0
2003,"SMI_TYLER_BIGHT","W-MID-1",0,0.1,"reference","OUT",0
2003,"SMI_TYLER_BIGHT","W-OUTER-1",0,0.2,"reference","OUT",0
2003,"SMI_TYLER_BIGHT","W-OUTER-2",0,0.0333333333333333,"reference","OUT",0
2003,"SRI_BEE_ROCK","W-OUTER-1",0,0.0333333333333333,"reference","OUT",0
2003,"SRI_CARRINGTON","CEN-MID-1",0,0.833333333333333,"SMR","IN",2003
2003,"SRI_CARRINGTON","CEN-MID-3",0,0.5,"SMR","IN",2003
2003,"SRI_CARRINGTON","E-MID-1",0,14.8166666666667,"SMR","IN",2003
2003,"SRI_CARRINGTON","E-MID-2",0,5.73333333333333,"SMR","IN",2003
2003,"SRI_CARRINGTON","E-MID-3",0,15.8333333333333,"SMR","IN",2003
2003,"SRI_CARRINGTON","E-OUTER-1",0,0.216666666666667,"SMR","IN",2003
2003,"SRI_CARRINGTON","E-OUTER-2",0,3.31666666666667,"SMR","IN",2003
2003,"SRI_CARRINGTON","E-OUTER-3",0,7.21666666666667,"SMR","IN",2003
2003,"SRI_CARRINGTON","W-INNER-1",0,1.25,"SMR","IN",2003
2003,"SRI_CARRINGTON","W-INNER-2",0,1.25,"SMR","IN",2003
2003,"SRI_CARRINGTON","W-INNER-3",0,1,"SMR","IN",2003
2003,"SRI_CARRINGTON","W-OUTER-1",0,0.0333333333333333,"SMR","IN",2003
2003,"SRI_CARRINGTON","W-OUTER-2",0,0.0166666666666667,"SMR","IN",2003
2003,"SRI_CARRINGTON","W-OUTER-3",0,0.116666666666667,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","E-MID-2",0,0.0333333333333333,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","E-MID-4",0,12.2166666666667,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","E-OUTER-1",0,0.416666666666667,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","E-OUTER-2",0,0.133333333333333,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","E-OUTER-3",0,0.266666666666667,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","W-MID-3",0,0.0666666666666667,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","W-OUTER-1",0,0.116666666666667,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","W-OUTER-2",0,0.216666666666667,"SMR","IN",2003
2003,"SRI_SOUTH_POINT","W-OUTER-3",0,0.0333333333333333,"SMR","IN",2003
2004,"ABUR","1",0,0,"REFERENCE","OUT",0
2004,"ABUR","2",0,0,"REFERENCE","OUT",0
2004,"AHND","1",0,0,"REFERENCE","OUT",0
2004,"AHND","2",0,11.1666666666667,"REFERENCE","OUT",0
2004,"ANACAPA_EAST_ISLE","CEN-INNER-1",0,0.4,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","CEN-INNER-2",0,7.03333333333333,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","CEN-OUTER-1",0,1.33333333333333,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","CEN-OUTER-2",0.0166666666666667,0.866666666666667,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","E-INNER-1",0.0833333333333333,2.35,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","E-INNER-2",0,3.13333333333333,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","E-OUTER-1",0,0.233333333333333,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","E-OUTER-2",0,0.183333333333333,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","W-INNER-1",0,3.95,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","W-INNER-2",0.0166666666666667,3.15,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","W-OUTER-1",0,0.583333333333333,"SMR","IN",1978
2004,"ANACAPA_EAST_ISLE","W-OUTER-2",0,0.55,"SMR","IN",1978
2004,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-1",0.116666666666667,0,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-2",0.0166666666666667,1.56666666666667,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-3",0.0166666666666667,0.1,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","CEN-OUTER-4",0.05,0,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","E-INNER-1",0,102.5,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","E-INNER-2",0,26.9666666666667,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","E-OUTER-1",0.0666666666666667,12.0333333333333,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","E-OUTER-2",0,16.25,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","W-INNER-1",0,58.3333333333333,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","W-INNER-2",0,87.5,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","W-OUTER-1",0,43.9333333333333,"SMR","IN",2003
2004,"ANACAPA_MIDDLE_ISLE","W-OUTER-2",0,91.6666666666667,"SMR","IN",2003
2004,"ANACAPA_WEST_ISLE","CEN-INNER-1",0.0666666666666667,2.71666666666667,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","CEN-INNER-2",0.0166666666666667,22.6333333333333,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","CEN-OUTER-1",0,0.116666666666667,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","CEN-OUTER-2",0,1.2,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","E-INNER-1",0.0333333333333333,13.65,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","E-INNER-2",0.0166666666666667,16.0666666666667,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","E-OUTER-1",0,10.05,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","E-OUTER-2",0,5.95,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","W-INNER-1",0,25.8166666666667,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","W-INNER-2",0,12.2833333333333,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","W-OUTER-1",0,0.05,"SMCA","IN",2003
2004,"ANACAPA_WEST_ISLE","W-OUTER-2",0,0.333333333333333,"SMCA","IN",2003
2004,"AQUE","1",0,0.166666666666667,"REFERENCE","OUT",0
2004,"AQUE","2",0,0.5,"REFERENCE","OUT",0
2004,"AQUE","3",0,0,"REFERENCE","OUT",0
2004,"AQUE","4",0,0.166666666666667,"REFERENCE","OUT",0
2004,"AQUE","5",0,0,"REFERENCE","OUT",0
2004,"AQUE","6",0,0.166666666666667,"REFERENCE","OUT",0
2004,"BULL","1",0,0,"REFERENCE","OUT",0
2004,"BULL","3",0,0,"REFERENCE","OUT",0
2004,"BULL","6",0,0,"REFERENCE","OUT",0
2004,"CARP","1",0,16.8333333333334,"REFERENCE","OUT",0
2004,"CARP","2",0,3.66666666666666,"REFERENCE","OUT",0
2004,"CARP","3",0,23,"REFERENCE","OUT",0
2004,"CARP","4",0,23.1666666666666,"REFERENCE","OUT",0
2004,"CARP","5",0.0125,20.3333333333334,"REFERENCE","OUT",0
2004,"CARP","6",0,28.5,"REFERENCE","OUT",0
2004,"CARP","7",0,4.5,"REFERENCE","OUT",0
2004,"CARP","8",0,50.5,"REFERENCE","OUT",0
2004,"GOLB","1",0,1.16666666666667,"REFERENCE","OUT",0
2004,"GOLB","2",0,2.66666666666667,"REFERENCE","OUT",0
2004,"IVEE","1",0,0,"SMCA","IN",2012
2004,"IVEE","2",0,0.333333333333333,"SMCA","IN",2012
2004,"MOHK","1",0,4,"REFERENCE","OUT",0
2004,"MOHK","2",0,12.8333333333333,"REFERENCE","OUT",0
2004,"NAPL","1",0.025,3.16666666666666,"SMCA","IN",2012
2004,"NAPL","2",0,4.83333333333333,"SMCA","IN",2012
2004,"NAPL","3",0,19.3333333333333,"SMCA","IN",2012
2004,"NAPL","4",0,4.83333333333333,"SMCA","IN",2012
2004,"NAPL","5",0,0.5,"SMCA","IN",2012
2004,"NAPL","6",0,1.83333333333333,"SMCA","IN",2012
2004,"NAPL","7",0,1.66666666666667,"SMCA","IN",2012
2004,"NAPL","8",0,8.33333333333333,"SMCA","IN",2012
2004,"SCDI","2",0,0.833333333333333,"REFERENCE","OUT",0
2004,"SCDI","3",0,0.833333333333333,"REFERENCE","OUT",0
2004,"SCI_COCHE_POINT","E-INNER-1",0,25,"reference","OUT",0
2004,"SCI_COCHE_POINT","E-INNER-2",0,29.65,"reference","OUT",0
2004,"SCI_COCHE_POINT","E-MID-1",0,9.88333333333333,"reference","OUT",0
2004,"SCI_COCHE_POINT","E-MID-2",0,11,"reference","OUT",0
2004,"SCI_COCHE_POINT","E-OUTER-1",0,0.416666666666667,"reference","OUT",0
2004,"SCI_COCHE_POINT","E-OUTER-2",0,0.1,"reference","OUT",0
2004,"SCI_COCHE_POINT","W-INNER-1",0,100,"reference","OUT",0
2004,"SCI_COCHE_POINT","W-INNER-2",0,10.2833333333333,"reference","OUT",0
2004,"SCI_COCHE_POINT","W-MID-1",0.0166666666666667,21,"reference","OUT",0
2004,"SCI_COCHE_POINT","W-MID-2",0,1.48333333333333,"reference","OUT",0
2004,"SCI_COCHE_POINT","W-OUTER-1",0,1.13333333333333,"reference","OUT",0
2004,"SCI_COCHE_POINT","W-OUTER-2",0,0.433333333333333,"reference","OUT",0
2004,"SCI_FORNEY","E-INNER-1",0,6.93333333333333,"reference","OUT",0
2004,"SCI_FORNEY","E-INNER-2",0,0.1,"reference","OUT",0
2004,"SCI_FORNEY","E-MID-1",0,0.25,"reference","OUT",0
2004,"SCI_FORNEY","E-MID-2",0,3.21666666666667,"reference","OUT",0
2004,"SCI_FORNEY","E-OUTER-1",0,11.6166666666667,"reference","OUT",0
2004,"SCI_FORNEY","E-OUTER-2",0,7.5,"reference","OUT",0
2004,"SCI_FORNEY","W-INNER-1",0,3.98333333333333,"reference","OUT",0
2004,"SCI_FORNEY","W-INNER-2",0,0.0833333333333333,"reference","OUT",0
2004,"SCI_FORNEY","W-MID-1",0,7.2,"reference","OUT",0
2004,"SCI_FORNEY","W-MID-2",0,17.1833333333333,"reference","OUT",0
2004,"SCI_FORNEY","W-OUTER-1",0,6.83333333333333,"reference","OUT",0
2004,"SCI_FORNEY","W-OUTER-2",0,0.116666666666667,"reference","OUT",0
2004,"SCI_GULL_ISLE","E-INNER-1",0,1.35,"SMR","IN",2003
2004,"SCI_GULL_ISLE","E-INNER-2",0,1.45,"SMR","IN",2003
2004,"SCI_GULL_ISLE","E-MID-1",0,3.85,"SMR","IN",2003
2004,"SCI_GULL_ISLE","E-MID-2",0,0.266666666666667,"SMR","IN",2003
2004,"SCI_GULL_ISLE","E-OUTER-1",0.0166666666666667,0,"SMR","IN",2003
2004,"SCI_GULL_ISLE","W-INNER-1",0,18.4,"SMR","IN",2003
2004,"SCI_GULL_ISLE","W-INNER-2",0,0.566666666666667,"SMR","IN",2003
2004,"SCI_GULL_ISLE","W-MID-1",0,0.05,"SMR","IN",2003
2004,"SCI_GULL_ISLE","W-MID-2",0,0.666666666666667,"SMR","IN",2003
2004,"SCI_HAZARDS","CEN-INNER-1",0,0.133333333333333,"reference","OUT",0
2004,"SCI_HAZARDS","E-INNER-1",0,0.183333333333333,"reference","OUT",0
2004,"SCI_HAZARDS","W-INNER-1",0,2.26666666666667,"reference","OUT",0
2004,"SCI_HAZARDS","W-INNER-2",0,7.91666666666667,"reference","OUT",0
2004,"SCI_PAINTED_CAVE","CEN-INNER-1",0,9.91666666666667,"SMCA","IN",2003
2004,"SCI_PAINTED_CAVE","CEN-INNER-2",0,29.95,"SMCA","IN",2003
