a,h,T
0.223754997127653,0.519796614648749,2
0.174296270445576,0.711081682024661,2
0.170895280548404,0.7179076234345,2
0.283697172057173,1.01665882457228,2
0.177468808024226,0.758604066534158,2
0.192134717352703,0.719360202540389,2
0.145690882467263,0.568796463342212,2
0.183733749668755,0.579591084241638,2
0.14912952019104,0.542853973612457,2
0.157006847213668,0.466999079027569,2
0.280465487500558,0.757582021002404,2
0.215036275324633,0.612773227340299,2
0.206919884342135,0.59533226837882,2
0.171089995972698,0.70614507296573,2
0.371188743549119,0.929575861037748,2
0.169322694958518,0.567448511911967,2
0.102659383598697,0.554889795504477,2
0.124088252257522,0.670744700944441,2
0.290909960072165,1.24642607736076,2
0.308400329236764,1.03741100349374,2
0.134114929124449,0.762398001201294,2
0.179782746734752,0.858811552642831,2
0.0951394424120922,0.465217131796079,2
0.21256782248029,0.837519020058839,2
0.176822555201545,0.782509866026983,2
0.150662075975965,1.01509313022144,2
0.256715161515822,1.16225281317374,2
0.24323940381029,0.981405282580559,2
0.278205400037666,0.878861272597415,2
0.195807144840053,0.675135576111887,2
0.211356406412845,0.839345596147577,2
0.234284954070887,0.773199001315366,2
0.18244324159577,0.606941747982523,2
0.298260225550767,0.731975930729457,2
0.172537096033863,0.64729030162846,2
0.31540409311266,0.892626341468593,2
0.336918776803258,1.13211394916871,2
0.295690496425417,1.42272915651406,2
0.200234415658741,0.84165720084213,2
0.184077117302573,0.538379114427775,2
0.133059651605406,0.750806287836679,2
0.267658806264606,0.594618900716437,2
0.192806277250776,0.597056110027192,2
0.289932612379553,0.839774637385447,2
0.149982828185356,0.610064181553196,2
0.234153881228225,1.10724785195757,2
0.153649264505723,0.642052432230131,2
0.305281675874452,1.03087468326729,2
0.171760205771538,0.546586795249043,2
0.222753343803436,0.506122054665264,2
0.184584952709615,0.50979065129373,2
0.306644143352742,0.84482881323662,2
0.265485394111818,1.00590730810174,2
0.200827564245009,0.678753986652488,2
0.349055794272319,0.973813901062655,2
0.266994604413028,0.695926362384042,2
0.279472214857332,1.28126593808907,2
0.237539653159313,1.140634079619,2
0.18606531992691,0.441363225078009,2
0.310021168236941,0.885870041636518,2
0.180842225245423,1.11154138496303,2
0.287060811188631,0.843155306579423,2
0.124754131891053,0.691221011690581,2
0.200930246789342,0.893578520615399,2
0.209288873415792,0.841861752067942,2
0.212844149087313,0.847777210438904,2
0.160609523502389,0.866945871996105,2
0.240572007820441,0.844457208795698,2
0.36797068861683,0.872627258785395,2
0.205883612364023,0.67591041244582,2
0.22758384762167,0.743194159502671,2
0.274244424102636,0.79538581779213,2
0.223241054451704,0.808993082085137,2
0.145035561510841,0.67254800460517,2
0.224336181010293,0.883835824919311,2
0.449133111030722,0.838698190784733,2
0.189523369107265,0.713752813378056,2
0.0889697646231182,0.511756008898912,2
0.264303205204875,1.06263864921478,2
0.147495418592128,0.410988329567468,2
0.274786391989871,0.99614213189164,2
0.205526641933341,0.552967877740771,2
0.119485384047848,0.427231704307125,2
0.216038989239088,0.703809908472633,2
0.168484475598625,0.673147450577367,2
0.109857497885085,0.136152626087458,2
0.385057105557825,0.981780686252476,2
0.163066739993355,1.15686329503178,2
0.292422481627445,0.974508940076601,2
0.212147199566783,0.640482505291639,2
0.209019807945332,1.15486579213578,2
0.104933866866018,0.518991982764177,2
0.236169667289222,1.0578894697237,2
0.157453484717546,0.853997351159719,2
0.182260163038559,0.94546025521865,2
0.189828492792069,0.729629309459772,2
0.195621251525337,0.757515851532081,2
0.276771703647414,1.29419524889803,2
0.185507725480761,0.621815262958964,2
0.44422907236198,1.61333717928856,2
0.150593454512103,0.822836505733768,2
0.157627895134127,0.806547941732414,2
0.260494532319284,0.950202637415882,2
0.230512156711821,0.773517849518735,2
0.16582926017784,0.727395235980329,2
0.16449004513509,0.668648991023159,2
0.172475421520545,0.568399763677545,2
0.194194962118491,0.741160904526468,2
0.223541266280266,0.952293329627847,2
0.130225727781195,0.472830287806507,2
0.270778729354253,0.551763474099094,2
0.124577681730171,0.645421114385656,2
0.275191691856671,0.693080553807562,2
0.272818440237112,1.20043792602155,2
0.150386779338936,0.877478052669269,2
0.285044622259928,1.01808427863967,2
0.235201445800243,0.833931252568914,2
0.142391770413197,0.571859865015187,2
0.249540891868689,0.888532721091153,2
0.172559538238328,0.500591971322491,2
0.21849044545445,0.737681822778691,2
0.150562342454121,0.813708248922761,2
0.210758462759517,0.864153175320008,2
0.308352939115436,1.26114872805136,2
0.150306952763451,0.743640273114683,2
0.111168945461919,0.449938974560915,2
0.183351638044835,0.513476017849355,2
0.160640990739453,0.682401321904723,2
0.115955859574839,0.310881681617875,2
0.161692869860921,0.696344609958329,2
0.155138201828266,0.868047101530571,2
0.16491232149018,0.550199200712486,2
0.205440581848437,0.788722781132478,2
0.261199620636484,1.19147219355099,2
0.173364542401015,0.605785161386543,2
0.34088189554699,1.06390268363696,2
0.28510951211806,0.940361290247009,2
0.178418628162875,0.992360004810128,2
0.250814598047202,0.827413697884349,2
0.204151732735405,0.883798939287286,2
0.228079223282254,0.660705336352149,2
0.164212232842334,0.627108114559001,2
0.226564148449296,0.639178293629123,2
0.214533277436529,0.701595585654729,2
0.177240649360624,0.610104562880413,2
0.180894501063853,0.860096649871479,2
0.333605309042134,0.887146501227126,2
0.204121469614418,1.12756469094977,2
0.150298646804282,0.605306947798084,2
0.452460320458973,1.15931511182013,2
0.186262510498885,0.68552252143556,2
0.20879618478482,0.794033796875729,2
0.20130684570252,0.615741586257367,2
0.140775114231416,0.477245148021666,2
0.403518401761781,1.00434440083274,2
0.226541217204213,0.893051907830862,2
0.126268904109609,0.888156610904237,2
0.160679877849576,0.49507658866501,2
0.245041764715312,1.01989880313093,2
0.169939661720656,0.736754577066911,2
0.169463812421148,0.781652790140227,2
0.1529018126173,0.64968623969188,2
0.272316789185712,0.724801424231644,2
0.160567924268421,0.646707382019358,2
0.305403762657332,1.28958827742431,2
0.197830257367554,0.801073624846654,2
0.190463300234014,0.810992014706842,2
0.167273023890701,0.687837779668478,2
0.281819151698029,0.692305969794525,2
0.241466236973303,0.737105422896,2
0.132224440531941,0.529564732173937,2
0.216775391215457,0.886548689401756,2
0.206985581849651,0.760822499423842,2
0.267884352767141,1.00220021676457,2
0.244954086479579,0.697742314909345,2
0.168168984788489,0.611507793557604,2
0.166478500911909,0.519304198049261,2
0.189411475201711,0.970180934329086,2
0.165870117173474,0.891925267850506,2
0.202298827778976,0.759209837078197,2
0.126050528973202,0.586937762800894,2
0.171310132958715,0.410350649208212,2
0.157852804690534,0.419521000615506,2
0.164097700474298,0.622852449985783,2
0.178578564032284,0.658043316733755,2
0.19238998114937,0.460190537981814,2
0.209580531097843,0.567495442929691,2
0.214079723040922,0.693925738324121,2
0.238091834237019,0.96519551797131,2
0.324942538323498,1.26352894658238,2
0.136037449006124,0.822823895057866,2
0.262976835137195,0.778418946742251,2
0.201398059621081,0.67623672063616,2
0.173207713269953,0.521703010627409,2
0.246584135418365,0.756407049411021,2
0.378143855627806,1.19059382314966,2
0.386986043417561,1.32025978400463,2
0.176666744282608,0.439195999591723,2
0.283352131603747,0.830200845045837,2
0.239448657647865,0.707763661274523,2
0.14852130447463,0.590101295058976,2
0.215334427818548,0.611396955289756,2
0.138524693129095,0.425264832303441,2
0.208079041881969,0.65966883443796,2
0.231110425181455,0.760522828823217,2
0.153877605204378,0.948581737445485,2
0.333362908450354,0.874010888492458,2
0.294207791781649,0.594099826061079,2
0.23751134940063,0.822474010890761,2
0.230615412696369,0.949868175173146,2
0.280394197878487,1.15426977072912,2
0.322103326536855,0.83740115499745,2
0.255984826048809,0.842854639412519,2
0.237100188807929,0.707429329969753,2
0.235597242594784,0.909920630627201,2
0.185950037373452,0.782302720995959,2
0.183859161231864,0.461591457348195,2
0.189131213182177,0.887290593903627,2
0.171459891801936,0.898239036734052,2
0.179069942836388,0.962434025927823,2
0.216924107690933,0.923377769456363,2
0.178880051436263,1.12132335946319,2
0.229092809037057,0.616052420694718,2
0.149944599361215,0.445257785477131,2
0.269944173190101,0.997150280926008,2
0.164545368900607,0.538818493198572,2
0.16372313917581,0.570275751137224,2
0.251833026471799,0.77096435714635,2
0.15508174149189,0.834141833998861,2
0.178276942217544,0.634956151427819,2
0.241857812610937,1.0071254361274,2
0.257844639480292,0.791876843058197,2
0.167414248020202,0.563005988197227,2
0.419846508851241,1.43344170287284,2
0.0863054638738018,0.401237462124872,2
0.141069510446213,0.918578267350753,2
0.207709059287412,0.565824657273251,2
0.147067564596217,0.461465606811387,2
0.133061820720822,0.53439046695251,2
0.317866943282865,0.798433339548872,2
0.265940020898242,0.882808840304243,2
0.301839406423718,0.925100779679852,2
0.189650396653137,0.831981870030851,2
0.187403808891979,1.09788284480971,2
0.157635713621472,0.626969811513065,2
0.208018690327825,0.7601745379147,2
0.181733805677779,0.621562212268259,2
0.256802328412279,1.18782772746437,2
0.182141146866222,0.754187226231578,2
0.153095453432384,1.15294007626165,2
0.297862725658898,0.788555136385229,2
0.164295260088901,0.539868868741059,2
0.271830930785111,0.90621203072159,2
0.180792414314105,0.802713523137543,2
0.172408617006718,0.461057665556667,2
0.104751788269758,0.753360954436413,2
0.173659404420642,1.31222020746823,2
0.209653089743917,0.600833686355127,2
0.182321400263171,0.985110215349054,2
0.241993626711429,0.538777521235973,2
0.120706759665159,0.263306528025618,2
0.194105741974278,0.942356465508911,2
0.200987699638671,0.520685221321922,2
0.195113920873931,0.547732678749645,2
0.173206845359702,1.12600410295663,2
0.253273977395557,0.918608043384537,2
0.197838679952612,0.77463897300029,2
0.129555137706228,0.376097764763585,2
0.179942495541726,0.866724040019806,2
0.103495304138879,0.524875437997623,2
0.307099083289759,0.889664167904792,2
0.287571803438747,0.781081393091963,2
0.17249903497425,1.29544172809474,2
0.18985804175376,0.859876399558383,2
0.237253130364721,0.651575059948824,2
0.171115044884638,1.08307672148505,2
0.226129014388652,0.655471284735494,2
0.192704958509806,0.57368664665849,2
0.16100242523642,0.66163363856707,2
0.200076717292765,0.836292747601295,2
0.221005454188277,0.841250869319057,2
0.133616724583781,0.352683702496054,2
0.194365734621322,0.523339929979327,2
0.149865250804429,0.56147463441926,2
0.18988205033714,1.16468143118674,2
0.209086724333964,0.92106305581882,2
0.144088110487894,0.31816207661318,2
0.1520504996868,0.714819895534851,2
0.193252349156235,0.741062490834469,2
0.171389490082672,0.606251029674908,2
0.273269510056261,1.09494730106118,2
0.163461740561712,0.718580825847435,2
0.205814451422162,1.00943343594422,2
0.322702517157073,0.786179417653899,2
0.26530278616284,0.810677057720029,2
0.209865506068467,0.765839724272024,2
0.1082519427742,0.307392016616064,2
0.1915305766728,0.656468645554751,2
0.180969128215809,0.773758526913369,2
0.194139931207109,0.713816603039903,2
0.114687462253818,0.250113368700489,2
0.273708480128732,0.810024772353226,2
0.233899573118224,0.967765154190224,2
0.130467914118015,0.405284557562012,2
0.237183428848093,0.994159646987674,2
0.135459170309072,0.518150888511557,2
0.339076084110158,1.51093758993727,2
0.269776860375048,1.35893498025041,2
0.242052092344988,1.03185658721708,2
0.167456350204431,0.697629183575231,2
0.349449769036797,1.20816141571516,2
0.125820058828904,0.715338769091699,2
0.174949162442474,0.731747448731575,2
0.147022025300044,0.714178215974096,2
0.326165987183376,1.30183935462108,2
0.159735347634816,0.541813500176013,2
0.106632145570667,0.555825707498012,2
0.129572286401031,0.563249568280172,2
0.251067378674242,1.28481070879354,2
0.152435004973355,0.940536742398729,2
0.135475910823301,0.466758583567679,2
0.137253866279374,0.456306513311557,2
0.191369336389675,0.565306097653414,2
0.15824964317603,0.4105281556124,2
0.214727860760948,0.747094994170828,2
0.342085997542266,1.2606161538211,2
0.270989454735449,0.833516388113842,2
0.336109434027772,0.838728623116518,2
0.201529831959215,0.449164721526053,2
0.385997735957035,1.21549371164983,2
0.21091184355163,0.787047915174454,2
0.165616149355923,0.58761820147036,2
0.359267479671094,1.15186502011157,2
0.123227285308857,0.520662305341303,2
0.15470850643481,0.457412948216832,2
0.177508993492037,0.667643071470605,2
0.246307781016787,0.867576485360882,2
0.195367546230961,0.57004086082215,2
0.31785958357798,0.948574203908976,2
0.24897446724364,1.08477893335532,2
0.475183626648736,0.915654279371225,2
0.21113218821439,0.673057493414589,2
0.170449481441018,0.848487935796043,2
0.217083943610963,1.06007302941447,2
0.263324958151899,0.915002165376688,2
0.181945811891784,0.758462714907012,2
0.158143957549078,0.65407185800767,2
0.239072516848721,0.794725566193821,2
0.126409294205323,0.462345016455071,2
0.238838228511588,0.943610540186444,2
0.221713435051389,0.715395489208419,2
0.140774320019814,0.433556674902066,2
0.144798749402145,0.799043918756355,2
0.176539369023908,0.749116781187736,2
0.193932069599535,0.575333596474022,2
0.239841163190052,1.1435685062182,2
0.177234992820492,0.593324577386302,2
0.161177912053579,0.823257870510657,2
0.152777513226233,0.69157871480999,2
0.254559806944271,0.679589867006342,2
0.184162310489416,0.843949859673509,2
0.160691153982735,0.848211590512236,2
0.237167019801579,0.700568516913092,2
0.485493836041269,1.30300511506972,2
0.293003959473132,1.20374878400243,2
0.18327723088189,1.34986557223477,2
0.145722490751341,0.7415344282046,2
0.124081012262693,0.737210528135057,2
0.316556513168501,1.45870667015644,2
0.249873618094216,0.603064235637489,2
0.321310328381507,0.811240542936369,2
0.249195702026321,0.610289326200114,2
0.251037296643312,0.704762881293435,2
0.274195852852561,0.99420421664569,2
0.159630096710403,0.774609249860989,2
0.199842258620516,0.69157213409005,2
0.127413353375764,1.15492876113523,2
0.199174989457186,0.656256623275801,2
0.143682536651548,0.669686893505643,2
0.248445923824158,1.01530260084486,2
0.106169732405316,0.22030017062301,2
0.270648969650215,1.07035606089923,2
0.251805261263702,0.566761691429158,2
0.198150071918676,0.587758662741202,2
0.122823929152958,0.946361315722969,2
0.231055222574725,0.715993847312174,2
0.217549779586811,0.708155162256218,2
0.169268853839201,0.617534794487092,2
0.145982020854403,0.580772935131211,2
0.165528958835875,0.888825554484692,2
0.220883372285647,0.778861557284565,2
0.174201759830667,0.738570601514754,2
0.158300588692271,0.980511378657623,2
0.181526383882591,0.505052460165503,2
0.237090600243143,0.77996122786804,2
0.363573359151219,1.43983590040163,2
0.222613715973506,0.727879907441151,2
0.157818627994926,0.644512884030201,2
0.150863148695748,0.612045751310238,2
0.177800620338705,0.690874740981888,2
0.154301011486849,0.792829810615778,2
0.227628918631374,0.770094128962209,2
0.364189164502394,0.954497541860782,2
0.179446698860213,0.621022783722992,2
0.270318151456285,0.919866380370848,2
0.356493177941545,1.24913485180999,2
0.302798174780555,1.11355200575548,2
0.286942356789988,0.806065029076459,2
0.168030279731325,0.603379094364376,2
0.153639142543879,0.728388372644375,2
0.341233879766379,0.916148744530233,2
0.171077160973697,0.607236067499669,2
0.139785849519893,0.52567649004009,2
0.273851714210908,1.00705771500548,2
0.269682151106074,0.888752067057955,2
0.255557937949135,0.952246588194408,2
0.37376094773072,1.14003324262809,2
0.18328410409575,0.717607466087436,2
0.255316583525391,0.940759723691375,2
0.148523423514653,0.695331991865298,2
0.148864019953529,0.764018554957058,2
0.233483013525121,0.688308133644128,2
0.287150697476864,1.52496557555635,2
0.140174829721816,0.711469995557387,2
0.193257065070075,0.820673540379319,2
0.168522898347801,0.540494798480675,2
0.193892180234888,0.74304940290637,2
0.163901140651831,0.709193239011163,2
0.222226977071087,0.87957731870265,2
0.245898514637054,1.26558765127283,2
0.198761233770719,0.937924618108554,2
0.206112076340446,0.702766374439775,2
0.227161499674128,0.781059594715414,2
0.109567481447284,0.562263030671821,2
0.218248413949859,0.704648716870602,2
0.12959477848193,0.314201046100706,2
0.268633334676295,0.679775974248271,2
0.269092951094433,0.671451649980261,2
0.302927217881542,1.11053617852518,2
0.163350946737385,0.698907567709349,2
0.148697670511529,0.894544222738998,2
0.372066408404161,1.0462192599138,2
0.131880299707433,0.471073375999249,2
0.0733765436928798,0.613416247996404,2
0.258712439880829,0.912089875787158,2
0.230871489763398,0.916629691945082,2
0.14853413537515,0.560724057222756,2
0.167807535900763,0.682427405450733,2
0.161118621071013,0.696271932418283,2
0.159653193392364,0.401950461988636,2
0.194284041009824,0.684515515856254,2
0.24376702942665,0.676298256966322,2
0.174191893652295,0.403434417682347,2
0.141387421759475,0.750051620020549,2
0.125039687715607,0.623497576358304,2
0.356524937629584,0.820668738287987,2
0.17864038870143,0.618044249650659,2
0.204456584788761,0.75600097050956,2
0.199728420845237,0.673332486054299,2
0.114566799692357,0.379403250405643,2
0.161873619152665,0.424534160077493,2
0.249240052748948,0.644043863418745,2
0.226687174735492,0.497572085715784,2
0.193226595501063,0.495786105992743,2
0.177170018058897,0.572601947681088,2
0.1837840505845,1.05492669315242,2
0.16135265901766,0.996759083281456,2
0.200545231038513,0.721686257678758,2
0.161003923996604,0.836635482428472,2
0.192203837225686,0.716426005051376,2
0.195763086312684,0.550423650741993,2
0.417256776447454,0.934170972438302,2
0.14065668085244,0.683054139165921,2
0.172565137069163,0.825287953188527,2
0.201551559133458,0.898423060701128,2
0.207575208739018,0.790328407975177,2
0.308240194393339,1.09952909405867,2
0.190575064187824,0.776067137407297,2
0.263461014590111,0.969697271220321,2
0.242301292358257,0.535808080196391,2
0.144364798586565,1.04416237018253,2
0.1532890213511,1.0838898504608,2
0.299588419012379,0.64609102140679,2
0.158821166779164,0.702008295666018,2
0.229362781105431,0.786669894250028,2
0.191155242963373,0.733899838351803,2
0.126552650952921,0.916087361202467,2
0.200365975943048,0.765455778215463,2
0.165077013388883,0.71466313257229,2
0.157568529721429,0.608488486245545,2
0.225019059442341,0.804872662406112,2
0.214342432466927,0.724713972599312,2
0.138601481814735,0.702107736059466,2
0.233004597867558,1.08708958197379,2
0.186842549146817,0.70499601919758,2
0.228455332380014,0.579103288904338,2
0.299333962074451,0.828581196619371,2
0.236247244062405,0.772015151750039,2
0.288237453541653,0.672166681185458,2
0.105085573144942,0.628197536431433,2
0.243049029052547,0.680281066462642,2
0.302686264645895,1.0392341679221,2
0.270408882774821,1.54149754960382,2
0.340718298222232,0.898906847897994,2
0.14144320982863,0.565035030617616,2
0.244162605562338,0.861353373372486,2
0.201031195769626,0.99017501229649,2
0.218132661394637,0.831532045686326,2
0.118654781115975,0.597573103373068,2
0.218715134351407,0.909707336583801,2
0.202102025386817,0.568233403541687,2
0.213272842674869,0.890642454145412,2
0.219911142757519,1.04062974111568,2
0.225448760248339,0.833046016273827,2
0.207696528920307,0.801942919941768,2
0.279642019299996,1.00675375096648,2
0.266578008404077,0.971040026877384,2
0.187400962216715,0.695370299192934,2
0.202851774277165,0.689377945352877,2
0.14683425328504,0.431742415883166,2
0.144224780028893,0.802274895328887,2
0.175003516652408,0.815958893995374,2
0.169668519700718,0.809404070012435,2
0.162901589017134,0.773048894232169,2
0.165379723937368,0.821117906994182,2
0.100267622735008,0.463361877568616,2
0.274032502048646,0.846618800791881,2
0.202495196040455,0.688504149946096,2
0.185701072979342,0.591349843225939,2
0.300755024206556,1.08301001233154,2
0.176726578202562,1.07682683161616,2
0.300458638164234,0.933071750355788,2
0.142889619333113,0.335187329818324,2
0.337458923954511,0.739068173378891,2
0.141121007842651,0.643900543856976,2
0.240809265452587,0.544490264676733,2
0.245432200022807,0.563224570333014,2
0.251582360282951,0.882513306439773,2
0.241521172379578,0.899310583016784,2
0.160655216893381,0.430873724270793,2
0.176199287347724,0.82603435715933,2
0.174762882354065,0.698987721507955,2
0.201511078597007,0.809453891497946,2
0.166837162492839,0.643229410758799,2
0.152077869825874,0.670935627587663,2
0.20241808390189,0.655354415991086,2
0.146964899751979,0.754213818695432,2
0.184281007002903,0.880846137332334,2
0.195411923267935,0.73601573964519,2
0.206053938108221,0.985535683654974,2
0.202124218402585,0.570193529710882,2
0.191103146445518,0.777723544824152,2
0.153102576675688,0.567678404417723,2
0.188575309050379,0.718506568394325,2
0.187303323288441,0.700924718096056,2
0.162312154238452,0.642159924541623,2
0.268918657336615,0.899494407077911,2
0.133276556411672,0.771143590456326,2
0.131213970399635,0.586949088154066,2
0.534022477155026,1.08599127502405,2
0.257461782536336,0.978199522240915,2
0.347771351945028,0.769291357172908,2
0.272781597303725,1.01630238740071,2
0.167280588644509,0.437886766393139,2
0.179174416118611,0.553238101114061,2
0.208574428346535,0.672051676178812,2
0.225650625725013,0.917045237356907,2
0.228484674928104,0.838388702914406,2
0.214405212185825,0.583657538361576,2
0.209981313477041,0.954331605209338,2
0.386208624131173,0.733797369021153,2
0.290061044130078,1.08635555121721,2
0.282702686991642,1.04893408217433,2
0.198207222437159,0.537353898990491,2
0.306338753273708,1.28199824416831,2
0.154460098259062,0.572156898551288,2
0.315303702615429,1.01048510590737,2
0.14425843609494,0.769507573649331,2
0.22828983943261,0.775234382901791,2
0.160845822719538,0.502729970675834,2
0.180860841084174,0.729659259745974,2
0.266319967110189,0.926849425950513,2
0.313370232572884,0.829408532188237,2
0.183158782897606,0.663371177751603,2
0.233071648130188,0.812443071085733,2
0.168565931300871,0.794679186640857,2
0.215466733641935,1.15063347192788,2
0.156084329505185,0.996392584787583,2
0.205113804647489,0.656359502755224,2
0.141507220752918,0.391723181197099,2
0.209199959316792,0.61513057188937,2
0.16809190905811,0.576042864730905,2
0.258139121283796,0.716038467684104,2
0.237551413825031,0.924911812928298,2
0.274732865037088,0.754405893402677,2
0.189847764698129,0.628153167307949,2
0.129232813523553,0.722207724282826,2
0.205229483510408,0.916359368708171,2
0.156910798877024,0.421378424348613,2
0.0851486180055428,0.529088066914214,2
0.205980462509127,0.941090801269275,2
0.162381934233236,0.460176734908727,2
0.215685848389748,0.781961279712844,2
0.168385789411695,0.84246545317516,2
0.13787820789993,0.383708641793148,2
0.284207494081494,1.10082729157253,2
0.191985580050308,0.764384768347042,2
0.265002956129434,0.775742087882167,2
0.153154617615302,0.544450169023525,2
0.15726190079055,0.743671193912192,2
0.149315852214015,0.659252761958569,2
0.221004394867127,0.694507667030021,2
0.174850400989144,0.579936438069541,2
0.15604971038782,0.655834772483114,2
0.272256139108186,1.30073662666244,2
0.322538445469456,0.895999617366361,2
0.231608371995397,1.34651055852633,2
0.197861992033575,0.603611333967674,2
0.237414805230139,0.797152302035259,2
0.262297193568561,0.522970976366252,2
0.255494383280315,0.75185067687685,2
0.180309077595561,0.778906183175028,2
0.157104698190667,0.578797170991218,2
0.257062901187594,0.927240901162169,2
0.172344865462291,0.594676567165853,2
0.205062871241909,0.610287362970526,2
0.205298447421742,0.736845009866106,2
0.207373311325453,0.874049758657075,2
0.26138554506624,0.558265179396118,2
0.231656945098277,0.646453768735736,2
0.240250744888516,1.03056614818349,2
0.283930160182737,0.903269354739703,2
0.215217237371238,0.75402985146934,2
0.183607243536911,0.610758401331737,2
0.222498631624243,0.683415056187883,2
0.285287029080923,0.878020862495699,2
0.198775760898427,0.667851229482194,2
0.101074652008826,0.389835887996015,2
0.166821140624207,0.560892136546637,2
0.206922641214597,0.845440715885793,2
0.182310632964594,0.711738688777489,2
0.229557537841117,0.793182562687792,2
0.195635760175728,1.34328125849356,2
0.146548725384792,0.600560634668915,2
0.202111079269379,0.910549430894916,2
0.177508955901344,0.627077675261418,2
0.0993522908369361,0.174178979950923,2
0.20050280579661,0.620011042729594,2
0.311756983063445,0.727233683059393,2
0.207395675371543,1.03415350327034,2
0.247904828336102,0.941347813716815,2
0.379196427026564,1.20963401509403,2
0.15406256755511,0.479146128400405,2
0.176880085559918,0.557772106549298,2
0.23007592022134,0.733725144474497,2
