".chain",".iteration",".draw","a","h"
1,147,147,0.00905909690847951,5.40257188272032
1,148,148,0.00987371163550322,5.23043782505622
1,149,149,0.00976915239526479,5.78390644067269
1,150,150,0.0122114352300422,7.28866167895195
1,151,151,0.0120979297573514,7.08175920488152
1,152,152,0.0105329687899212,6.62192981354238
1,153,153,0.00981857630466414,5.91630056654129
1,154,154,0.0101939101530206,7.01606491705641
1,155,155,0.0117801558998151,7.44985497299487
1,156,156,0.0113881716245622,6.76814839521811
1,157,157,0.0105187519400793,6.19953630075872
1,158,158,0.0103717960940069,6.94782820321745
1,159,159,0.0106391351885843,5.71468459800297
1,160,160,0.00991122473917371,5.84163796548254
1,161,161,0.00981789735081447,5.33448253179162
1,162,162,0.00928067820030802,4.64220503788439
1,163,163,0.00900096078702686,5.37241486307121
1,164,164,0.00920804745421554,4.59501734780281
1,165,165,0.00899173240581999,5.78857379758998
1,166,166,0.0100240391427914,6.93170995257783
1,167,167,0.0108812746768813,7.20101136363146
1,168,168,0.0106992798184897,6.17162383894082
1,169,169,0.0102105865613319,6.41249455054776
1,170,170,0.0105914101864598,6.89640739175644
1,171,171,0.0109291536361712,6.6117591006973
1,172,172,0.0108948180183686,6.29920064032596
1,173,173,0.00999197156896013,5.44536134959716
1,174,174,0.00992154549135512,5.34276048419965
1,175,175,0.00983376089692655,5.18843020944496
1,176,176,0.00986919751128178,5.70532655874357
1,177,177,0.0107670716139914,7.00945215441691
1,178,178,0.0116530058998453,7.58129173734498
1,179,179,0.0116251465507894,7.56698109283016
1,180,180,0.0122122088499992,7.13168985238214
1,181,181,0.0109879230964464,6.85420799607011
1,182,182,0.0120368538314427,7.50213903140029
1,183,183,0.0112727396139331,6.98239873553605
1,184,184,0.011101963844806,6.57620108983106
1,185,185,0.010603701683766,6.18992205553281
1,186,186,0.0108564182063341,6.33791281381541
1,187,187,0.00986559670040631,4.82703338827242
1,188,188,0.00992131084587827,5.78752495454803
1,189,189,0.0108153581842065,6.52087606554027
1,190,190,0.0107306356800048,6.53277071001535
1,191,191,0.0100577188848206,6.22289784494485
1,192,192,0.0115534708173428,7.51315156293431
1,193,193,0.0113748325631512,5.42327244375196
1,194,194,0.0103487030361356,5.48290526085399
1,195,195,0.0110149402185507,6.90344651404138
1,196,196,0.0110747336932078,6.26853252333524
1,197,197,0.00984642922593951,5.65067011787568
1,198,198,0.0106341050492002,6.44883990851604
1,199,199,0.0109883842670198,6.51243357437952
1,200,200,0.0120241449288525,6.89042599085712
1,201,201,0.0105428925216338,5.55245141531378
1,202,202,0.00970196082113201,5.68415826933439
1,203,203,0.00977833808902503,5.69438192527263
1,204,204,0.0109243056921142,6.1240804553107
1,205,205,0.0100480716288767,6.19276661636563
1,206,206,0.0109742312324803,5.14646403319748
1,207,207,0.00897060813495682,5.53414028108796
1,208,208,0.00983097987536664,6.57984321855277
1,209,209,0.00992931662550026,5.35074267041212
1,210,210,0.00943846130442597,5.5959769198773
1,211,211,0.0109274609799186,6.94675953096337
1,212,212,0.0108010167776946,5.50078685927593
1,213,213,0.00860925155374923,5.04057611442466
1,214,214,0.0101620863834843,5.70930142928571
1,215,215,0.0104581265028664,6.35718654465706
1,216,216,0.0106947658367433,6.77462100115808
1,217,217,0.0106438100145112,5.38958459503417
1,218,218,0.00950302635941382,6.09874923077235
1,219,219,0.00926317747984632,5.53442561638148
1,220,220,0.0105694325491378,6.18397896614193
1,221,221,0.010654688550039,5.72998349946377
1,222,222,0.0100280545210232,5.87642213681454
1,223,223,0.0104300713490813,5.65128888749192
1,224,224,0.00997182081048471,5.86174134599655
1,225,225,0.00978229005403465,5.48103064229489
1,226,226,0.0102099101695484,6.69553565963159
1,227,227,0.0109330724180608,5.63199422138363
1,228,228,0.0106613492875625,5.61897667703803
1,229,229,0.00933438049119697,5.15483886389118
1,230,230,0.00989792375326663,5.30252522240814
1,231,231,0.0109533838330252,6.92383426461221
1,232,232,0.0108196599290076,6.64926868560251
1,233,233,0.0104565592333458,6.91593221453887
1,234,234,0.0107653747703431,6.33213364211324
1,235,235,0.00920992251559722,5.42291578126322
1,236,236,0.00913631220454308,4.27611842522212
1,237,237,0.00955722196951782,4.67458465076429
1,238,238,0.00864563072255121,4.54279459267076
1,239,239,0.00935741991613793,4.94425709464155
1,240,240,0.009941849651647,5.92873604049512
1,241,241,0.0101597536272341,5.26832370039983
1,242,242,0.00937281740435078,6.12273294057858
1,243,243,0.0101065052459518,5.8860111791767
1,244,244,0.00987518612051976,5.98742058517613
1,245,245,0.0109832330886868,6.36405467290218
1,246,246,0.0106234149475716,5.36381255553425
1,247,247,0.00883746815474319,5.43932618177759
1,248,248,0.0103798518428003,5.5515421859717
1,249,249,0.00961930593838822,5.42356790503746
1,250,250,0.010228822793902,6.31221700238147
1,251,251,0.0108158435425117,6.41637246128202
1,252,252,0.0111497463568953,5.98545666320066
1,253,253,0.0100765853924263,6.15603768636656
1,254,254,0.011522522451451,7.28098615219361
1,255,255,0.0115347295269805,6.16836446223155
1,256,256,0.010504651579483,6.4756347760535
1,257,257,0.00976001159641593,6.44699787835957
1,258,258,0.0107486496522993,7.11370951651567
1,259,259,0.0112132045342817,6.90641992167048
1,260,260,0.0113473203722426,6.42884845969521
1,261,261,0.0113870980809318,7.36784875092621
1,262,262,0.0119319969035024,6.91479543251961
1,263,263,0.0110796112173262,6.24141186344518
1,264,264,0.00979274219718847,5.2929049496213
1,265,265,0.0106780403622645,6.27355084713876
1,266,266,0.0122801555649126,6.02196260511179
1,267,267,0.0113942369452855,6.26216670556159
1,268,268,0.0105095525290462,6.129291969921
1,269,269,0.0101124348370113,6.40247024918953
1,270,270,0.0112184777918106,5.85919976547735
1,271,271,0.0106139731804396,6.84248545659267
1,272,272,0.0101325477048848,6.26936106515394
1,273,273,0.0106933924615039,6.6416897721701
1,274,274,0.010285234376842,6.18624310735345
1,275,275,0.00931158111000685,5.51276826957959
1,276,276,0.0102751016463035,5.45181255448177
1,277,277,0.00975956668246491,5.59763923563638
1,278,278,0.00956830326090276,5.83862673015318
1,279,279,0.0104560441282865,5.68924704960392
1,280,280,0.0111136341899726,6.37959695891795
1,281,281,0.0103130975190423,6.04300456848607
1,282,282,0.00986825930725413,5.34724778779053
1,283,283,0.00924769697290273,5.53969142655915
1,284,284,0.00968478305787511,5.62830246515129
1,285,285,0.0108183337510144,5.88715363301977
1,286,286,0.00955644198671391,5.8929259554371
1,287,287,0.0108466391511508,6.60905446313804
1,288,288,0.00997530592535825,5.59172042594588
1,289,289,0.010665475373711,6.99148153749155
1,290,290,0.0112390916502919,6.8623135689119
1,291,291,0.0117339394408516,7.29922477565638
1,292,292,0.0114430120441507,7.6696633755389
1,293,293,0.0108208285804658,7.15461178441354
1,294,294,0.0113672256011593,7.09457597012248
1,295,295,0.0114754700387034,5.91613744171315
1,296,296,0.0104069108763521,6.53479527634456
1,297,297,0.0121525404008536,6.40829376616534
1,298,298,0.0112970060016747,6.13880560164046
1,299,299,0.0119987642586496,6.07733155660441
1,300,300,0.0108679391518979,7.08157561276952
1,301,301,0.00930289013026479,5.56064612949426
1,302,302,0.0107340797338841,6.60027667522736
1,303,303,0.0101266026085661,6.15767694162469
1,304,304,0.0117280739339144,7.03428837585524
1,305,305,0.0111371589336591,5.84869314590696
1,306,306,0.00991985166517881,4.83141246201159
1,307,307,0.00948760320697561,5.00299135456727
1,308,308,0.00991945416409149,6.45742180834087
1,309,309,0.0102363427344824,5.8183302198155
1,310,310,0.0101325133117549,5.72439900727778
1,311,311,0.0104023607267939,5.31371937028287
1,312,312,0.00887689548070093,4.75139851187452
1,313,313,0.0089176078475747,4.80682262365711
1,314,314,0.010664728757255,6.7468706896103
1,315,315,0.0112814438040154,6.72043309441093
1,316,316,0.0104040191220018,6.7039371447972
1,317,317,0.010535291443319,5.89484976741875
1,318,318,0.00875046699716139,5.78132541472604
1,319,319,0.00936105779607197,5.7934018392056
1,320,320,0.0113245293685736,5.93291477704592
1,321,321,0.0105852623910411,5.63845985336691
1,322,322,0.0103122231131957,6.34690954034027
1,323,323,0.0103192576515571,5.50284501581075
1,324,324,0.010747553560105,6.51172186058196
1,325,325,0.0113136690662066,5.66913189659086
1,326,326,0.0105015841120358,5.73626601372499
1,327,327,0.00996405707861221,6.02158377357128
1,328,328,0.0105935069200399,5.58572764416511
1,329,329,0.00904350562291747,5.08159115102018
1,330,330,0.0102271747736562,6.03174288709841
1,331,331,0.0104796660690535,5.76271723568102
1,332,332,0.0107568749371151,6.17663488698795
1,333,333,0.0103169206128332,6.25829970521607
1,334,334,0.00991051189392285,5.18633280984691
1,335,335,0.0102666418322061,5.72926566130362
1,336,336,0.011012988041814,7.44042184360066
1,337,337,0.0113937885130036,6.95526338580454
1,338,338,0.0116057051079756,7.81389634774288
1,339,339,0.00959668149744637,5.78435454781408
1,340,340,0.0100781546657492,6.2615991062535
1,341,341,0.0107583317106998,5.87645070094472
1,342,342,0.00968901278338131,5.2059903183301
1,343,343,0.00984463177861215,4.94547041196428
1,344,344,0.00961072055600691,5.47609599431698
1,345,345,0.00992044042018303,6.08109367049046
1,346,346,0.0105781741634086,6.31087596767104
1,347,347,0.010435488943165,5.82298854526351
1,348,348,0.0103010738252008,6.74813416973371
1,349,349,0.0116159296022034,6.11365676708941
1,350,350,0.0100385389436789,5.88615806174541
1,351,351,0.00991376177603781,5.60662959331015
1,352,352,0.00996321126869228,5.51856019568292
1,353,353,0.0100647927378854,6.03577613898479
1,354,354,0.0105173330904401,5.67869837950457
1,355,355,0.0109581490833483,5.55761294118997
1,356,356,0.0110962569652932,7.03080221077264
1,357,357,0.0114966910275792,6.96773528226616
1,358,358,0.0105275411411041,6.46208781557144
1,359,359,0.0108208057025438,5.90500379781027
1,360,360,0.00950431835282021,5.43697718287946
1,361,361,0.00949983033380158,5.5407876451173
1,362,362,0.0093615224348949,4.87564253252156
1,363,363,0.00991839551252973,5.51933381559442
1,364,364,0.0102665602169836,6.03811849824514
1,365,365,0.00965642911029893,5.30324094295647
1,366,366,0.0100659275559484,4.9719965711917
1,367,367,0.00950011820574501,5.87765347609889
1,368,368,0.00952954876990949,5.37809908114411
1,369,369,0.00898258161242273,5.28525989414167
1,370,370,0.00974116924508113,5.05082501125702
1,371,371,0.00907274482350974,5.10167249374443
1,372,372,0.00953607758372667,6.34631390609186
1,373,373,0.01266077065965,7.47419257278658
1,374,374,0.0113855055986353,6.83115254689256
1,375,375,0.0112924490986422,6.67889159887036
1,376,376,0.0101150893656646,6.02665156962202
1,377,377,0.0111123831070969,6.14258362152777
1,378,378,0.0112364188385634,6.95280397033781
1,379,379,0.0111301087672156,6.43693721240699
1,380,380,0.0103599264193078,5.52052520676571
1,381,381,0.0097759668123707,5.28658905384202
1,382,382,0.00976388495346159,5.48366945922119
1,383,383,0.0101767080215379,6.17773157379391
1,384,384,0.0100429732228973,5.44260547981059
1,385,385,0.0107215434100032,6.67021636316752
1,386,386,0.0110509906497562,6.58542957736493
1,387,387,0.0111436995088924,6.54029904241122
1,388,388,0.0107418587763923,6.2758492779836
1,389,389,0.00970694585228973,4.79855403632518
1,390,390,0.0098284358696915,4.50343735653679
1,391,391,0.00971386176747347,4.45047382217703
1,392,392,0.0119201368491481,7.05042333420313
1,393,393,0.0107035129700336,6.18933366536679
1,394,394,0.0107257829464595,6.18085875550585
1,395,395,0.0106261763086764,6.24366483862734
1,396,396,0.010307832362874,5.68469011091378
1,397,397,0.0107205540660346,5.99003005054545
1,398,398,0.0118726366587283,5.87433590230835
1,399,399,0.010896312140648,6.16824539935486
1,400,400,0.0105789906698403,6.30525256425306
1,401,401,0.0103823865843545,5.52545660521646
1,402,402,0.00896064612097959,4.83302182999842
1,403,403,0.00882744291488463,4.96929912858031
1,404,404,0.00950992302395043,5.82415895265458
1,405,405,0.0108173555544643,6.48497962998348
1,406,406,0.0103322453781697,5.77875587128514
1,407,407,0.0105325783644457,6.19965623501661
1,408,408,0.010155783860985,5.53021635327885
1,409,409,0.0102974209823928,5.79433404161603
1,410,410,0.0110459317702533,5.94676954715211
1,411,411,0.0105993152770823,6.90625170294925
1,412,412,0.0102498565304417,6.27067647347917
1,413,413,0.0103391633181472,4.97741964564148
1,414,414,0.00885852336307919,5.65340240743264
1,415,415,0.0102412230089582,6.88061047268964
1,416,416,0.0103045751091644,5.91624495012176
1,417,417,0.0109876898067889,5.52278965151712
1,418,418,0.0114766210922839,6.19524380208244
1,419,419,0.0111185890132664,6.0662854521588
1,420,420,0.00986304916936065,5.7523679936004
1,421,421,0.00981524586476955,4.8873332913122
1,422,422,0.00947176234199205,5.0226687004461
1,423,423,0.00918844342992684,5.26898444746329
1,424,424,0.00960358963308713,5.35937725246792
1,425,425,0.00904071329170624,5.22255328469741
1,426,426,0.00935326142173484,5.70280394983766
1,427,427,0.00970986445169958,5.89979220522635
1,428,428,0.0111373955519738,6.52426372980325
1,429,429,0.0121050500050329,6.49057150631405
1,430,430,0.010428688752888,5.90827585261606
1,431,431,0.010062151197767,5.90796473878059
1,432,432,0.00959477003944626,6.16278903546478
1,433,433,0.0112162855172775,6.06255731670364
1,434,434,0.0110371305772346,6.48920642968857
1,435,435,0.0109409823806035,5.86990039222572
1,436,436,0.0109942273596513,5.91320079436738
1,437,437,0.00944720072535947,5.47077498520589
1,438,438,0.00928622187350289,5.90960155626108
1,439,439,0.008984019874677,4.92863695122568
1,440,440,0.00987916655370962,5.37087506228293
1,441,441,0.00959961942392668,5.61263895569752
1,442,442,0.00959603310824193,5.73021886816442
1,443,443,0.00936330837698967,5.65331523638553
1,444,444,0.00988762764869854,6.50136315302581
1,445,445,0.0102935582417199,6.48083988485609
1,446,446,0.0112938472150403,7.31269658057178
1,447,447,0.0117195841425361,6.69898048167111
1,448,448,0.0103914166202108,6.05294164267197
1,449,449,0.0102420074441785,6.08714104083141
1,450,450,0.00991907711848193,5.49556918257241
1,451,451,0.0102165011592706,5.90179489355116
1,452,452,0.0104134252091017,5.81585941793292
1,453,453,0.00945371261556675,5.76851538469545
1,454,454,0.0101181335203164,5.08537877239083
1,455,455,0.0105157774418982,5.29726037467991
1,456,456,0.00928372550134274,5.91867183096473
1,457,457,0.0112458225123951,6.38487686975663
1,458,458,0.0107887358299741,5.50066508126822
1,459,459,0.00977158363022262,5.82656315135118
1,460,460,0.0100184849631923,5.82948903923815
1,461,461,0.0106366716364665,6.24733621038101
1,462,462,0.0111508456496781,6.7064898138086
1,463,463,0.0131718815099394,7.39862501994172
1,464,464,0.0116920962600259,7.09533718525432
1,465,465,0.0114655470706147,6.55655390792909
1,466,466,0.011048614974165,6.24636289173878
1,467,467,0.0111948849044021,6.58179412402716
1,468,468,0.0114268760807035,6.59707491547727
1,469,469,0.0104141654276862,6.36870224286582
1,470,470,0.0108748389827118,6.10323866417387
1,471,471,0.00985648806105032,5.89173075699703
1,472,472,0.00981092286804232,5.34525272730282
1,473,473,0.00944659511580789,4.99249634699225
1,474,474,0.0099393943147746,4.81809407850482
1,475,475,0.0106876548709588,5.491557138894
1,476,476,0.0107151460608294,6.39937491023365
1,477,477,0.010429218968013,5.63706286008324
1,478,478,0.00994281276538257,5.92220251566153
1,479,479,0.0104274972192853,5.98425689909519
1,480,480,0.00968407934854137,5.65836344013982
1,481,481,0.0100540013915275,6.07795767384782
1,482,482,0.010035985898421,5.54689566136696
1,483,483,0.0110757908123592,6.50902468235266
1,484,484,0.0109002844231128,6.77686883197034
1,485,485,0.0108577497425314,6.24098167871818
1,486,486,0.01051467560178,6.34713310925384
1,487,487,0.0100324587485625,5.56943028346978
1,488,488,0.0106819761524341,6.24462523796955
1,489,489,0.0102723814206648,6.1671128405052
1,490,490,0.0114009563547354,6.05655125527554
1,491,491,0.0110848007210311,6.35708782309831
1,492,492,0.0102991587303549,5.75267423562797
1,493,493,0.0099981694855126,5.86594461474991
1,494,494,0.0102577182019756,5.99918975080441
1,495,495,0.010577731825135,6.03007341656875
1,496,496,0.0106285924068034,6.14442499452738
1,497,497,0.0107228832175279,5.85958633480727
1,498,498,0.00991040987485169,5.18298147361828
1,499,499,0.0106165320887581,6.50917810955517
1,500,500,0.0101424890602793,6.23991376844847
1,501,501,0.00993167858874995,5.82194934723112
1,502,502,0.010445941274526,5.67384431435344
1,503,503,0.0111399300493153,5.94319021531761
1,504,504,0.00976472060301982,5.55883344034795
1,505,505,0.010776971440741,5.85583860821899
1,506,506,0.0109571259992163,5.83444525778996
1,507,507,0.00950479463175431,5.76958289466369
1,508,508,0.00972931370857595,5.28727945040539
1,509,509,0.0100013817610221,5.31690710836546
1,510,510,0.010125994229864,4.97186894391589
1,511,511,0.00878062067751696,4.32731495771676
1,512,512,0.00852956388717233,4.12141625776948
1,513,513,0.00799862672735991,4.01187909225994
1,514,514,0.00875058772814592,4.62935169898106
1,515,515,0.0101994891188561,6.67072289631868
1,516,516,0.0101618918088334,5.37464863147928
1,517,517,0.00949758208142167,4.70199731321364
1,518,518,0.00924811318800298,4.98335940856286
1,519,519,0.00983864171568799,5.03880134184435
1,520,520,0.0101843831042908,5.07697049151153
1,521,521,0.010700113711881,6.02895220289769
1,522,522,0.0102781947870834,6.003835542544
1,523,523,0.00914249853777768,5.36193548874689
1,524,524,0.009690270055952,5.47318503815893
1,525,525,0.0109184020351321,6.40754598964063
1,526,526,0.0104607448097396,5.1233658761896
1,527,527,0.00876868497240859,4.95244123483493
1,528,528,0.0091773320819245,5.7603922310905
1,529,529,0.00864905617649853,4.21662164461392
1,530,530,0.00857769272838122,4.99638243975446
1,531,531,0.010321802449817,7.01176746039906
1,532,532,0.0106288131032801,6.34120081392189
1,533,533,0.0104532168041242,6.02298379845676
1,534,534,0.0103486334954603,5.67671104752072
1,535,535,0.0104684065252802,5.3505020887494
1,536,536,0.010160110732958,6.08651567266865
1,537,537,0.0103845963822672,5.27579001089001
1,538,538,0.0102880174893444,6.47454291723976
1,539,539,0.0115459070154109,6.28675521162186
1,540,540,0.0104946183864392,5.47155951469477
1,541,541,0.00988401435116652,5.4772444172741
1,542,542,0.0103612383265041,6.21255622050494
1,543,543,0.0110056826033737,6.38056706371161
1,544,544,0.0103705528672825,6.63766558584063
1,545,545,0.0111802288144367,6.18720806709486
1,546,546,0.00940270594992376,5.56696862562502
1,547,547,0.00947234382251378,5.09064369088088
1,548,548,0.00993059552985676,5.44043775863197
1,549,549,0.00998873107747699,5.65990892642002
1,550,550,0.0106837278266952,5.84814561911046
1,551,551,0.0101784872061927,5.26845326040068
1,552,552,0.00959455189812887,5.22219567117974
1,553,553,0.00949686727859772,5.2709563065258
1,554,554,0.00895508188475109,5.04078144559866
1,555,555,0.00938908816290236,5.59137046536816
1,556,556,0.00995127881725166,5.68729534855047
1,557,557,0.00993472306658278,5.58945911310234
1,558,558,0.0104665863874767,5.21708214531486
1,559,559,0.00980601006956042,5.48286224413358
1,560,560,0.0101880360614793,5.79077781613912
1,561,561,0.00957747336140171,5.77618164687169
1,562,562,0.0106990674631268,6.15482023464852
1,563,563,0.0106346088722673,6.05307075707282
1,564,564,0.00950152534443464,4.95860644029719
1,565,565,0.0103048341495552,6.15927085396461
1,566,566,0.00907529805866892,5.65860743056103
1,567,567,0.0116667017252795,6.61899861442465
1,568,568,0.00928767418133978,5.28865481989895
1,569,569,0.00900484963811619,5.65071322780887
1,570,570,0.00951412788967753,5.08898924094856
1,571,571,0.00957853391880829,5.09343437313134
1,572,572,0.0105414646487641,6.39845003783308
1,573,573,0.0116322055073192,6.6155804451593
1,574,574,0.0116191093226332,7.40391724706079
1,575,575,0.0110416453672215,6.86800774576214
1,576,576,0.0102037739702061,5.32120219471368
1,577,577,0.0104084859965322,6.64256988381394
1,578,578,0.0104272085451662,5.25501113803625
1,579,579,0.00991022502149757,5.53313085049439
1,580,580,0.010541439217594,5.72547217175036
1,581,581,0.00962876071915273,5.47370977401082
1,582,582,0.0092160380884325,4.91173970212529
1,583,583,0.00941329484624367,5.29569339778242
1,584,584,0.00956694475811976,5.73704838182976
1,585,585,0.00948463699818283,5.5493775489045
1,586,586,0.00971856555706331,6.141009900428
1,587,587,0.0105440017935055,5.66875399467889
1,588,588,0.0106798974816033,6.48848447682658
1,589,589,0.0107335410492401,6.18210102363073
1,590,590,0.0105241152261706,5.45337327692618
1,591,591,0.00914655886193473,5.57952604370872
1,592,592,0.00994076543206824,6.12717145809676
1,593,593,0.0107443908730985,6.22639585530808
1,594,594,0.010679951223077,6.81750147763759
1,595,595,0.0118034144568228,6.09186147176321
1,596,596,0.0098521217641731,5.88504981452942
1,597,597,0.00975063670919723,5.01223943593885
1,598,598,0.010034353969401,5.60658750970508
1,599,599,0.00965741855222063,5.70658172687089
1,600,600,0.00940667796051478,4.86027542300843
1,601,601,0.00960167422419086,5.01218398891351
1,602,602,0.00899168195320655,4.68252225678487
1,603,603,0.00931336808590698,5.12077382766928
1,604,604,0.00956398196160304,5.71264469450709
1,605,605,0.0105667846973475,6.35069453141628
1,606,606,0.00970518090670319,6.15373655145061
1,607,607,0.010193695963886,6.10999691733139
1,608,608,0.00982049619802531,5.67730470512571
1,609,609,0.0111337267107381,5.78910784774979
