".chain",".iteration",".draw","a","h"
1,1,1,0.0086548182374204,4.79124532376508
1,2,2,0.0104297844629638,6.2082683487256
1,3,3,0.010750434751088,6.70647650794553
1,4,4,0.011362739355719,6.4055162716742
1,5,5,0.0109544454471118,5.64608850904166
1,6,6,0.00997353709280972,5.47896308909249
1,7,7,0.00953298685393195,4.74010531965767
1,8,8,0.00898713434257922,4.3525496844501
1,9,9,0.0092328849350746,5.29241938283435
1,10,10,0.0098230602699956,5.32006116725385
1,11,11,0.0102650258732743,5.43762430282444
1,12,12,0.00967851134941055,5.36121964272745
1,13,13,0.0108198943650543,6.20797151612946
1,14,14,0.0114576754104772,6.99140142311206
1,15,15,0.0123000925876888,7.1121323798887
1,16,16,0.0106737370679618,7.09552367730598
1,17,17,0.0101262441673774,5.80478881985975
1,18,18,0.00970231325008353,5.39439458125165
1,19,19,0.0086647642375556,5.11373168866
1,20,20,0.0096135470514782,5.64269545316686
1,21,21,0.00951327320809052,5.91638664860451
1,22,22,0.0105818854517222,5.9148882943711
1,23,23,0.0103143586685515,5.83168698246863
1,24,24,0.0101121692083452,5.26767272489133
1,25,25,0.0107183342098132,6.15781884368612
1,26,26,0.00992130482433779,5.25492766093425
1,27,27,0.0103955615857642,6.31236270462621
1,28,28,0.010599138978235,5.65196961000909
1,29,29,0.0104686202157835,6.4196139960994
1,30,30,0.0113297628494566,6.26679961066424
1,31,31,0.0111799260142019,6.05621683378372
1,32,32,0.00992063965694334,5.40589642807246
1,33,33,0.0113107758865639,6.093528974327
1,34,34,0.0102121210004291,5.63229471695525
1,35,35,0.0104389701722259,6.29179320897184
1,36,36,0.0108834702125569,5.87769890238949
1,37,37,0.0115251962582686,6.74466165156827
1,38,38,0.0099709627907886,5.74544328674081
1,39,39,0.0105098446619402,6.01097097956608
1,40,40,0.0109072041463949,5.97319916484133
1,41,41,0.0106418823811395,5.51500032941604
1,42,42,0.0105248803720304,5.62547751927639
1,43,43,0.0109995117836747,5.69648636906955
1,44,44,0.0113260624237578,6.21557575562192
1,45,45,0.00973223297771402,6.09246057781365
1,46,46,0.00988732424616909,4.88775271282788
1,47,47,0.00841914769813193,4.47789945187071
1,48,48,0.00968267251138482,4.9643599567271
1,49,49,0.00956501229759906,5.13287567506221
1,50,50,0.0116599287362865,6.48157806576754
1,51,51,0.0119799737633299,6.86570749471649
1,52,52,0.0111067568718032,6.14224043110813
1,53,53,0.0110099157656973,6.56919492952955
1,54,54,0.0105002013900096,5.81608532996195
1,55,55,0.00992270397587092,5.37696195424442
1,56,56,0.00998544912339065,5.02534892511687
1,57,57,0.0099830607434524,5.18209760497101
1,58,58,0.0101869108114362,5.3159138540348
1,59,59,0.0102925187529634,5.50868607067588
1,60,60,0.00993200535025333,5.47920974997137
1,61,61,0.00963155281198779,5.57022169857666
1,62,62,0.0107634714609645,6.74713143751699
1,63,63,0.0109445639811772,7.00334336163067
1,64,64,0.0112884094017552,7.62395077163808
1,65,65,0.0111777310842953,7.2062600792012
1,66,66,0.010915546812075,6.70672266469965
1,67,67,0.0108320650478895,6.09924744180736
1,68,68,0.00976467147136026,6.34428972715084
1,69,69,0.0113900940050262,7.60263378504984
1,70,70,0.0101144228000014,6.42287687234729
1,71,71,0.0120394302810213,7.73434526454573
1,72,72,0.0109271167825732,5.76351365859332
1,73,73,0.0101617192594373,5.66713450428548
1,74,74,0.0110251938571999,6.53521259410652
1,75,75,0.0107529519781402,6.31901094485354
1,76,76,0.0106361675199952,5.86693720516007
1,77,77,0.0096638999156447,5.68994261354789
1,78,78,0.010811607501795,5.87517576942078
1,79,79,0.0103133676240389,5.50879637872238
1,80,80,0.009779872353239,6.04999901950338
1,81,81,0.0106280794358056,6.06524723517087
1,82,82,0.0107033750291917,6.49197806858219
1,83,83,0.0110718516561009,6.27734293959692
1,84,84,0.0106808092790793,5.82997658272809
1,85,85,0.0104390036031973,6.36313176461225
1,86,86,0.00985817527535026,6.264152867783
1,87,87,0.0104224235502105,6.15884055128522
1,88,88,0.0085153466788035,4.49624146106277
1,89,89,0.0109108144441808,6.15646765430223
1,90,90,0.0111381603216709,6.3333222037683
1,91,91,0.00987504830819395,6.53785734291855
1,92,92,0.00989663895835188,5.60935867935637
1,93,93,0.0102237922000912,6.16286236824242
1,94,94,0.0107518389993539,6.32584550406472
1,95,95,0.011721011029546,6.10225166321408
1,96,96,0.0107635592247026,5.67242235873944
1,97,97,0.00988477096276221,5.69915216526255
1,98,98,0.0100322863136615,5.49949097521774
1,99,99,0.00888240932503633,4.44372032976343
1,100,100,0.0110896810122151,6.80787543717503
1,101,101,0.0106846202868843,6.01966821035395
1,102,102,0.0103983673008473,5.27368384210695
1,103,103,0.00975282817042044,5.30901981881158
1,104,104,0.00946395428529569,5.90155401888899
1,105,105,0.010393591617701,6.05497103209149
1,106,106,0.00986462884272377,5.12972411073053
1,107,107,0.0101782674354206,6.1883051387898
1,108,108,0.00922978307223872,5.01937527911016
1,109,109,0.0100946210716962,5.9874619135377
1,110,110,0.0108050892368005,6.41946924128742
1,111,111,0.0103594644582328,6.41547895372714
1,112,112,0.00963387226403002,4.82065830188961
1,113,113,0.0087887673157472,5.48692359235222
1,114,114,0.00988369836714876,4.90195412074974
1,115,115,0.00897987529799593,4.90891604865725
1,116,116,0.00986795699374557,5.48203809048973
1,117,117,0.0105836481684899,5.7361588572374
1,118,118,0.0109631429498341,6.11953651222996
1,119,119,0.0105161983817518,6.20257426099619
1,120,120,0.00936514406876201,5.49144937709502
1,121,121,0.0103439683687511,6.08052992318494
1,122,122,0.0107387446712461,6.65579780835752
1,123,123,0.0109275086935164,6.61562576791077
1,124,124,0.0117155508807913,6.64147083269505
1,125,125,0.011562000363204,6.97112729188007
1,126,126,0.0107741122006399,6.32801522481239
1,127,127,0.00989877358527302,6.15967271993625
1,128,128,0.0111320098193145,7.0370841474906
1,129,129,0.0116151390496458,6.9219507671391
1,130,130,0.0117186830285545,6.21478425572314
1,131,131,0.00994113900937534,6.27427819889327
1,132,132,0.00977336299549647,6.07593626461189
1,133,133,0.0106211861181227,7.01287871249712
1,134,134,0.0121131554243246,7.50217444048612
1,135,135,0.011362333873999,7.43564677339345
1,136,136,0.0110125015303424,7.25051317108946
1,137,137,0.00995917524360107,6.061311381578
1,138,138,0.0111821640183873,6.16244281129751
1,139,139,0.0120806832595851,8.46251122038503
1,140,140,0.00988583772033517,4.88636773221928
1,141,141,0.00907340126060444,4.80885418402038
1,142,142,0.00996040017316326,4.9820955776858
1,143,143,0.00885813513955687,5.04160563383719
1,144,144,0.00906528107844109,5.01096231036673
1,145,145,0.00890012884480075,4.45189734650396
1,146,146,0.00900468512965464,5.00450785184341
