".chain",".iteration",".draw","treatment","t.a","t.h"
1,68,68,"urc_small",0.0360815183767725,4.50721500273747
1,69,69,"urc_large",0.0214359281686822,136.305066398515
1,69,69,"urc_medium",0.0138144658418011,36.540125660996
1,69,69,"urc_small",0.0247341178789849,2.66116911340665
1,70,70,"urc_large",0.0187870279501262,248.250433130658
1,70,70,"urc_medium",0.0183604915747469,35.1747448567409
1,70,70,"urc_small",0.0204868692400093,4.47277107443001
1,71,71,"urc_large",0.021800507248594,213.484875872445
1,71,71,"urc_medium",0.0229654107245331,71.9838036692819
1,71,71,"urc_small",0.0227865826830267,7.31961920985773
1,72,72,"urc_large",0.0222881709436192,219.378118472256
1,72,72,"urc_medium",0.0232051945423919,30.6910133571842
1,72,72,"urc_small",0.0211330089197412,4.54017866293992
1,73,73,"urc_large",0.0235081445746732,487.728518016188
1,73,73,"urc_medium",0.0169059169465002,16.8129590212253
1,73,73,"urc_small",0.0210004880099535,3.66453099305971
1,74,74,"urc_large",0.0217023355362565,575.718678036459
1,74,74,"urc_medium",0.0177155383838569,27.2069269583598
1,74,74,"urc_small",0.0226201638755137,2.7405634354294
1,75,75,"urc_large",0.0198258808541201,209.726938700256
1,75,75,"urc_medium",0.0187264851516842,63.6033979199637
1,75,75,"urc_small",0.0227652606144556,2.55518083274666
1,76,76,"urc_large",0.0191197401583242,87.2818227923948
1,76,76,"urc_medium",0.0197018187909484,45.4840704238751
1,76,76,"urc_small",0.0190026972285037,3.00982548408859
1,77,77,"urc_large",0.0197670954943029,200.239831940953
1,77,77,"urc_medium",0.0196282577635041,85.5304167355993
1,77,77,"urc_small",0.0191599467811523,6.71689007562789
1,78,78,"urc_large",0.0194311281617524,297.124012585364
1,78,78,"urc_medium",0.019658799632162,22.7632164290984
1,78,78,"urc_small",0.0195778206079316,1.79536646772031
1,79,79,"urc_large",0.0194407375036567,825.194846141047
1,79,79,"urc_medium",0.019575648532378,76.7188729043996
1,79,79,"urc_small",0.019428913157212,5.92891592609011
1,80,80,"urc_large",0.0193300420784106,169.993647941223
1,80,80,"urc_medium",0.0194182529284762,21.9998801263969
1,80,80,"urc_small",0.0196135231984133,2.03035288763868
1,81,81,"urc_large",0.0194365625250141,647.195661621537
1,81,81,"urc_medium",0.0197363363456398,103.585097448894
1,81,81,"urc_small",0.0196200260310563,1.25884202633386
1,82,82,"urc_large",0.0199276541530456,163.373674660218
1,82,82,"urc_medium",0.0174664297148903,44.1357881239787
1,82,82,"urc_small",0.0203990447748798,2.97584952561228
1,83,83,"urc_large",0.02282390776963,461.702057735559
1,83,83,"urc_medium",0.0214162098116841,54.4071417258333
1,83,83,"urc_small",0.0222571785930862,2.15222610975904
1,84,84,"urc_large",0.0212959314726674,284.412136315711
1,84,84,"urc_medium",0.0218217435781472,75.6409492935431
1,84,84,"urc_small",0.0213971905445917,2.30972840843102
1,85,85,"urc_large",0.0210924700396966,156.294958465851
1,85,85,"urc_medium",0.0206169060573367,75.6479021864562
1,85,85,"urc_small",0.0208053689705637,1.55385626168743
1,86,86,"urc_large",0.020691519063664,134.779843284868
1,86,86,"urc_medium",0.0216243508910416,53.7416939508752
1,86,86,"urc_small",0.0208857970534371,5.3863416381217
1,87,87,"urc_large",0.0207802690045509,219.234782520434
1,87,87,"urc_medium",0.0214703837114459,18.0202729097392
1,87,87,"urc_small",0.0200946944486666,6.23445202121133
1,88,88,"urc_large",0.0215088864407025,201.128730400533
1,88,88,"urc_medium",0.0219851916953691,175.122977664521
1,88,88,"urc_small",0.0212612560640084,2.46475599200165
1,89,89,"urc_large",0.022093145212222,663.776572969608
1,89,89,"urc_medium",0.023113764080863,76.4162607626042
1,89,89,"urc_small",0.0223416440013458,5.21521420981323
1,90,90,"urc_large",0.0243403639667088,307.438229501219
1,90,90,"urc_medium",0.0231790294814622,52.2173838679058
1,90,90,"urc_small",0.0199141793881437,3.68974943464125
1,91,91,"urc_large",0.0227510093866435,275.644323451802
1,91,91,"urc_medium",0.0211673660451955,47.878986860149
1,91,91,"urc_small",0.0224910910183048,4.39240661437429
1,92,92,"urc_large",0.0209772908544637,201.6947235167
1,92,92,"urc_medium",0.021321788906645,20.1836883649527
1,92,92,"urc_small",0.021710745710494,6.30439787278354
1,93,93,"urc_large",0.0224654684006033,258.991665917621
1,93,93,"urc_medium",0.0222949512516166,40.406809776931
1,93,93,"urc_small",0.0219135969680465,8.96906981672964
1,94,94,"urc_large",0.0211523156332108,191.928219410575
1,94,94,"urc_medium",0.0214338252863044,80.5606795003881
1,94,94,"urc_small",0.0223237829653809,9.69489015556509
1,95,95,"urc_large",0.0255098448776621,152.74646668027
1,95,95,"urc_medium",0.017524175439762,36.6040977032295
1,95,95,"urc_small",0.0205787212969614,1.71463619998989
1,96,96,"urc_large",0.0249467296249592,284.046065420268
1,96,96,"urc_medium",0.0168629856210601,24.9445679537869
1,96,96,"urc_small",0.021630899944648,4.17126475690549
1,97,97,"urc_large",0.0245780117081872,131.573379243389
1,97,97,"urc_medium",0.0166438550419402,35.6010513694117
1,97,97,"urc_small",0.0217421990631527,2.86419184686093
1,98,98,"urc_large",0.0232291700651357,467.63084788862
1,98,98,"urc_medium",0.0168605915497164,66.860410189325
1,98,98,"urc_small",0.0216512162029578,1.55584361662129
1,99,99,"urc_large",0.0243714718659683,136.086422155073
1,99,99,"urc_medium",0.0181420083683047,98.4135422150457
1,99,99,"urc_small",0.0211090631142248,5.7970937451357
1,100,100,"urc_large",0.0247196352025364,191.903650247112
1,100,100,"urc_medium",0.0188253282056094,34.4509197648216
1,100,100,"urc_small",0.0203509910555192,3.13063956548784
1,101,101,"urc_large",0.0218141360896382,143.09812172485
1,101,101,"urc_medium",0.0185033666534206,32.5189081678508
1,101,101,"urc_small",0.0216456184093742,3.54360432427946
1,102,102,"urc_large",0.020539693281361,354.538643894279
1,102,102,"urc_medium",0.0208826418764191,36.9748593179061
1,102,102,"urc_small",0.0213598917420341,1.9872949480716
1,103,103,"urc_large",0.0199876367940831,352.840197509926
1,103,103,"urc_medium",0.0208295072968067,13.4088859625599
1,103,103,"urc_small",0.0195032848116879,2.27870520334408
1,104,104,"urc_large",0.0186188606885266,191.477615233172
1,104,104,"urc_medium",0.0206036665134358,22.0588984991364
1,104,104,"urc_small",0.0204699954783661,3.1695494975769
1,105,105,"urc_large",0.0195515996736344,190.826202660734
1,105,105,"urc_medium",0.0218049291448106,32.6133459382901
1,105,105,"urc_small",0.019272527485897,3.63741088209143
1,106,106,"urc_large",0.0184102605436873,222.926732998418
1,106,106,"urc_medium",0.020480990530584,44.2338728615898
1,106,106,"urc_small",0.0208833081805047,4.65455910739795
1,107,107,"urc_large",0.0188656025673294,369.950299434156
1,107,107,"urc_medium",0.0232455586656316,56.3929052531508
1,107,107,"urc_small",0.02018901460025,4.60630067445774
1,108,108,"urc_large",0.0189398154122012,184.91278666426
1,108,108,"urc_medium",0.0206306172042754,52.0870380876757
1,108,108,"urc_small",0.0217148176915271,2.46871223926245
1,109,109,"urc_large",0.0184617945703291,208.87568818106
1,109,109,"urc_medium",0.0205234157637923,96.397275758484
1,109,109,"urc_small",0.0213934866084,2.76379920063796
1,110,110,"urc_large",0.0175155599231397,430.457107694758
1,110,110,"urc_medium",0.0202228919156221,47.5866436845575
1,110,110,"urc_small",0.0199178354911863,1.74685283137613
1,111,111,"urc_large",0.0162606315601512,196.696635405449
1,111,111,"urc_medium",0.0195185454908702,22.7094882546629
1,111,111,"urc_small",0.0213926978730948,5.78009675850437
1,112,112,"urc_large",0.0168614847873869,205.17363559031
1,112,112,"urc_medium",0.0196468325499441,28.1856051670916
1,112,112,"urc_small",0.0212606981813248,3.19458891942996
1,113,113,"urc_large",0.0167026083382716,448.275029296343
1,113,113,"urc_medium",0.0194065915619404,54.3921482034066
1,113,113,"urc_small",0.0209884414621345,3.17826157344174
1,114,114,"urc_large",0.016755690746456,140.614903200213
1,114,114,"urc_medium",0.019491618725763,64.5233464680211
1,114,114,"urc_small",0.0207804897758817,5.27643481556578
1,115,115,"urc_large",0.0177269850199674,295.795879562232
1,115,115,"urc_medium",0.0195931397586082,99.0253047548107
1,115,115,"urc_small",0.0208442428350099,2.4394502559035
1,116,116,"urc_large",0.0172160784648871,279.031215292695
1,116,116,"urc_medium",0.0206405952934368,44.0355103334966
1,116,116,"urc_small",0.0211873046618957,2.83611651193967
1,117,117,"urc_large",0.0189300352232287,283.993854345788
1,117,117,"urc_medium",0.0180194005204699,31.8014405751556
1,117,117,"urc_small",0.02106291073168,4.15099750186224
1,118,118,"urc_large",0.0185171688240077,263.087448250649
1,118,118,"urc_medium",0.018718658891324,27.1064950700108
1,118,118,"urc_small",0.0211725401292301,5.31403349153362
1,119,119,"urc_large",0.0180884710040869,306.410429205897
1,119,119,"urc_medium",0.0164099262957812,17.5069261213994
1,119,119,"urc_small",0.0208020802543381,3.87278567836231
1,120,120,"urc_large",0.0192946309214659,638.957895149361
1,120,120,"urc_medium",0.0156531881139002,32.0147693735393
1,120,120,"urc_small",0.020737539036925,5.25647148838898
1,121,121,"urc_large",0.0207471807478101,92.7524497184032
1,121,121,"urc_medium",0.0165983375035483,33.2857649876354
1,121,121,"urc_small",0.0228912219672478,4.031496307299
1,122,122,"urc_large",0.022793523340378,199.756518007601
1,122,122,"urc_medium",0.0145005663685136,29.2101203318671
1,122,122,"urc_small",0.020403292125957,4.05683504650571
1,123,123,"urc_large",0.0209235650248209,120.644981431261
1,123,123,"urc_medium",0.0165482141905755,25.0112222930731
1,123,123,"urc_small",0.0227034469430712,8.58829614615753
1,124,124,"urc_large",0.0212807562484261,248.065258790443
1,124,124,"urc_medium",0.0191180385239475,53.2793269435786
1,124,124,"urc_small",0.0178643176556833,2.29715324543328
1,125,125,"urc_large",0.0212127413013397,90.9434888704954
1,125,125,"urc_medium",0.0181365734903069,56.6904401837423
1,125,125,"urc_small",0.0199495192311745,1.45622839388546
1,126,126,"urc_large",0.0225063924778908,148.304743073674
1,126,126,"urc_medium",0.0187816099261259,56.536052538039
1,126,126,"urc_small",0.0242588503136598,3.93726754190563
1,127,127,"urc_large",0.0202546515723472,262.999517323606
1,127,127,"urc_medium",0.0182437235939239,28.5993850429201
1,127,127,"urc_small",0.0221373182621691,2.8510260076999
1,128,128,"urc_large",0.019384969737017,287.916959729401
1,128,128,"urc_medium",0.0184770686966589,119.175259708301
1,128,128,"urc_small",0.0235029191907247,3.24693111123586
1,129,129,"urc_large",0.0208980447494066,293.98964232364
1,129,129,"urc_medium",0.0173197281828333,27.7106013466799
1,129,129,"urc_small",0.0222449920123532,3.77290846857977
1,130,130,"urc_large",0.0252576604927266,236.537954549363
1,130,130,"urc_medium",0.0155830220722227,106.085909181406
1,130,130,"urc_small",0.0237601600206712,1.97073592705111
1,131,131,"urc_large",0.0211527519262025,92.6124930634137
1,131,131,"urc_medium",0.0169810508818493,108.085914982683
1,131,131,"urc_small",0.0237878074845497,5.33091621038728
1,132,132,"urc_large",0.018145528133704,136.772050009394
1,132,132,"urc_medium",0.0161641708211712,36.8471762359164
1,132,132,"urc_small",0.0240224707107993,2.27245108541125
1,133,133,"urc_large",0.0192558266655462,165.865631205811
1,133,133,"urc_medium",0.0165583245335578,59.6499747637516
1,133,133,"urc_small",0.0227187649473335,2.0967808216891
1,134,134,"urc_large",0.0163700895321807,323.077012868035
1,134,134,"urc_medium",0.0186436111372774,63.9770365490851
1,134,134,"urc_small",0.0248049301596807,2.55825318926096
1,135,135,"urc_large",0.0149424118523235,206.7506623536
1,135,135,"urc_medium",0.0179136310839352,23.0871862232463
1,135,135,"urc_small",0.0232295821534336,2.17678184309671
1,136,136,"urc_large",0.0153480569957128,453.53304633319
1,136,136,"urc_medium",0.017681984245015,38.9939057073847
1,136,136,"urc_small",0.0248965370957202,2.37326152311661
1,137,137,"urc_large",0.0150714705763327,378.688900219357
1,137,137,"urc_medium",0.0186648700604474,23.5393988572811
1,137,137,"urc_small",0.0237565573793884,4.80708974113594
1,138,138,"urc_large",0.0147811096061714,331.050895641855
1,138,138,"urc_medium",0.0146306963567858,69.5321258461414
1,138,138,"urc_small",0.0226313860336488,5.19607248145092
1,139,139,"urc_large",0.0143943491259661,250.550141215829
1,139,139,"urc_medium",0.0174098912129227,17.8479070827727
1,139,139,"urc_small",0.0221731344922684,4.37473822779006
1,140,140,"urc_large",0.012579113397086,165.124171495213
1,140,140,"urc_medium",0.0159091035808121,21.4602969126312
1,140,140,"urc_small",0.0220484648387655,3.52985578810845
1,141,141,"urc_large",0.0139953382264866,187.229435550851
1,141,141,"urc_medium",0.015727198635293,44.1946326104868
1,141,141,"urc_small",0.0227251291817614,2.50079984247148
1,142,142,"urc_large",0.0137510857973013,294.540174539497
1,142,142,"urc_medium",0.0141191984671684,17.1744443285418
1,142,142,"urc_small",0.021607004042013,2.82363225758884
1,143,143,"urc_large",0.0142179223497865,202.887009112524
1,143,143,"urc_medium",0.0126522689313673,37.0949924289417
1,143,143,"urc_small",0.0201757623452047,3.33007365225581
1,144,144,"urc_large",0.0174499329326442,639.515306136149
1,144,144,"urc_medium",0.0170162885812241,25.501698674129
1,144,144,"urc_small",0.0220097974392618,2.56563113993572
1,145,145,"urc_large",0.018955566798427,162.382296601417
1,145,145,"urc_medium",0.0155330036698769,35.9871190825072
1,145,145,"urc_small",0.0264340986146122,1.81375704145348
1,146,146,"urc_large",0.0226676457097061,189.121859975587
1,146,146,"urc_medium",0.016964513810911,30.2750931380649
1,146,146,"urc_small",0.0281315543706335,3.05864497282702
1,147,147,"urc_large",0.0184498742046805,245.672635537455
1,147,147,"urc_medium",0.0155969401118435,34.1024555433248
1,147,147,"urc_small",0.0244669603418538,4.13388836476593
1,148,148,"urc_large",0.0174117954931667,329.724446945728
1,148,148,"urc_medium",0.0141606507624766,60.7384327031222
1,148,148,"urc_small",0.0258950818094015,6.79700465089529
1,149,149,"urc_large",0.0133681474292568,128.789077911028
1,149,149,"urc_medium",0.0213955310493187,38.7724509229097
1,149,149,"urc_small",0.0239327050137577,5.74737022286075
1,150,150,"urc_large",0.0151148848123902,205.632989404441
1,150,150,"urc_medium",0.0227123072631927,45.8870560509965
1,150,150,"urc_small",0.0208414768003584,2.85082438797358
1,151,151,"urc_large",0.0185962328832622,62.8314413936985
1,151,151,"urc_medium",0.0191333293965145,59.0267097178407
1,151,151,"urc_small",0.029998218020496,1.51252026734863
1,152,152,"urc_large",0.020868845897794,81.9581026007918
1,152,152,"urc_medium",0.0153550183529144,46.9021636011748
1,152,152,"urc_small",0.0225684618553213,2.44793325375269
1,153,153,"urc_large",0.0196496306545173,250.864142503014
1,153,153,"urc_medium",0.0232694454929375,36.0084302828432
1,153,153,"urc_small",0.0216373428680153,3.70167561038354
1,154,154,"urc_large",0.0311369024428904,188.196631594453
1,154,154,"urc_medium",0.0186789362388255,39.2505785271925
1,154,154,"urc_small",0.0173114338709465,3.0246693055884
1,155,155,"urc_large",0.0292020653567304,97.1054315046828
1,155,155,"urc_medium",0.0206848012253319,74.8959490871483
1,155,155,"urc_small",0.0165028781793948,3.68349075260726
1,156,156,"urc_large",0.0233378178293786,86.2641045364554
1,156,156,"urc_medium",0.0221536387286662,45.8027573299894
1,156,156,"urc_small",0.0226350404168291,2.13905658093852
1,157,157,"urc_large",0.0216531262585773,220.741397255924
1,157,157,"urc_medium",0.0218099655174888,20.5038059927767
1,157,157,"urc_small",0.0204280550995267,1.70498079711616
1,158,158,"urc_large",0.0208872373566113,159.733285182791
1,158,158,"urc_medium",0.0224553499757985,49.4162920107807
1,158,158,"urc_small",0.0206518871498096,2.35166934196752
1,159,159,"urc_large",0.0205446140299728,210.674891939782
1,159,159,"urc_medium",0.0211723260730156,41.5422061145206
1,159,159,"urc_small",0.0203061273018177,2.30165570431909
1,160,160,"urc_large",0.0197946045892536,137.78312250086
1,160,160,"urc_medium",0.0205562768998839,53.3678305495342
1,160,160,"urc_small",0.0197468978927102,3.56737089214321
1,161,161,"urc_large",0.0205660779026776,149.968904670014
1,161,161,"urc_medium",0.0204578437099499,43.5286601667226
1,161,161,"urc_small",0.0191645241626115,3.60953534543452
