".chain",".iteration",".draw","mu.a","mu.h"
1,1,1,0.0969479444922219,3.78381196681998
1,2,2,0.0121124975135272,3.7357027825147
1,3,3,0.0186119113603275,16.8595782447633
1,4,4,0.00715789407638461,78.5904509292829
1,5,5,0.0124866453731586,6.12009314421068
1,6,6,0.0192238965570134,179.266121191541
1,7,7,0.0133403420345873,64.7661671526138
1,8,8,0.0111533172132822,0.00284820241855116
1,9,9,0.0206631081099473,15.2562306119531
1,10,10,0.0361848978407207,93.5645384724338
1,11,11,0.0147311804167704,189.827243031234
1,12,12,0.0141587722859752,109.87140096997
1,13,13,0.0228770875383312,53.1120427789744
1,14,14,0.0136916767407045,1197.38772442731
1,15,15,0.00577606784423333,1.12920870984284
1,16,16,0.00548803808313763,280.214229508494
1,17,17,0.0494140999319414,5.03655601401904
1,18,18,0.00719439103126926,7.64343579087371
1,19,19,0.0168905394850163,156.791491817917
1,20,20,0.0181894028510808,164.625542397976
1,21,21,0.0185221277317946,55.0227958446576
1,22,22,0.0202838147934079,5.94099644669028
1,23,23,0.0208985813233894,6.04902289452028
1,24,24,0.0195212859648776,0.259578345753866
1,25,25,0.0168447427912573,2197.11551022492
1,26,26,0.021569306357002,376.337348153477
1,27,27,0.0265895242092656,29.4075539481303
1,28,28,0.0261465874922259,200.225626245808
1,29,29,0.0222062643607928,9.5487086541539
1,30,30,0.0240483922247543,597.180668972681
1,31,31,0.0242121593007193,108.898912190237
1,32,32,0.0238956805534344,215.947054827617
1,33,33,0.0209851858382637,19.7562030304604
1,34,34,0.0283866906164846,175.8349391527
1,35,35,0.0252845614691428,102.464683410219
1,36,36,0.0225251970643718,63.533830733683
1,37,37,0.0255270886254491,25.9283751836287
1,38,38,0.0176398613259032,47.8084878364665
1,39,39,0.0199404045251738,68.1262936199471
1,40,40,0.0302928783883174,130.777734719488
1,41,41,0.0250062312590375,293.55993119646
1,42,42,0.032001565927778,6.15749161500479
1,43,43,0.0225696523358766,24.9093841867542
1,44,44,0.0201212454851114,12.605453349374
1,45,45,0.0391055875492563,31.1664675887714
1,46,46,0.0235371320509394,7.17804413514685
1,47,47,0.0184570769990728,49.4149432794126
1,48,48,0.02149472108153,28.9675757596175
1,49,49,0.0215451227612733,5.20379944083717
1,50,50,0.0230960806416468,95.1887030562002
1,51,51,0.0166390709127011,7.41423638427881
1,52,52,0.02066384731503,24.2089940659053
1,53,53,0.0169643955588268,9.78661070489935
1,54,54,0.017728755195763,69.457712337604
1,55,55,0.0135863937934046,9.20313690198835
1,56,56,0.0155642739280994,17.3846807730424
1,57,57,0.0127108476179835,2.06954275662108
1,58,58,0.00896352567772744,60.6419698813044
