campus,method,year,month,day,site,side,zone,transect,depth,MPAGroup,MPA_STATUS,RESERVE,MLPA_REGN,REGION,SUBREGION,LAT_WGS84,LON_WGS84,YEAR_MPA
UCSB,SBTL_SWATH,2011,7,7,SCI_PAINTED_CAVE,W,OUTER,2,11.1,Painted Cave SMCA,SMCA,IN,SCSR,NCI East,SCI,34.074483,-119.882133,2003
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,CEN,INNER,1,4.45,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.03065,-119.69665,0
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,CEN,INNER,2,5.2,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.03065,-119.69665,0
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,CEN,OUTER,1,12.2,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.03065,-119.69665,0
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,CEN,OUTER,2,8.733333333,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.03065,-119.69665,0
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,E,INNER,1,4.75,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.02805,-119.690917,0
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,E,INNER,2,5.7,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.02805,-119.690917,0
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,E,OUTER,1,9.033333333,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.02805,-119.690917,0
UCSB,SBTL_SWATH,2011,6,22,SCI_PELICAN,E,OUTER,2,10.7,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.02805,-119.690917,0
UCSB,SBTL_SWATH,2011,6,23,SCI_PELICAN,W,INNER,1,5.05,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2011,6,23,SCI_PELICAN,W,INNER,2,6.4,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2011,6,23,SCI_PELICAN,W,OUTER,1,10.55,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2011,6,23,SCI_PELICAN,W,OUTER,2,8.933333333,Scorpion SMR,reference,OUT,SCSR,NCI East,SCI,34.035867,-119.7023,0
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,E,INNER,1,5.3,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,E,INNER,2,4.75,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,E,MID,1,10.4,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,E,MID,2,11.75,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2011,6,30,SCI_SCORPION,E,OUTER,1,16.26666667,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2011,6,30,SCI_SCORPION,E,OUTER,2,16.3,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.048467,-119.546367,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,W,INNER,1,5.35,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,W,INNER,2,4.75,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,W,MID,1,10.7,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,W,MID,2,9.95,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,W,OUTER,1,16.5,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2011,6,28,SCI_SCORPION,W,OUTER,2,16.95,Scorpion SMR,SMR,IN,SCSR,NCI East,SCI,34.0525,-119.55525,2003
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,CEN,INNER,1,7.4,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,CEN,INNER,2,7.5,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,CEN,OUTER,1,11.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,CEN,OUTER,2,11.75,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.983617,-119.6384,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,E,INNER,1,7.6,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,E,INNER,2,7.75,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,E,OUTER,1,11.45,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,E,OUTER,2,12.1,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.98355,-119.620317,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,W,INNER,1,6.1,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,W,INNER,2,4.9,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,W,OUTER,1,8.2,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2011,7,20,SCI_VALLEY,W,OUTER,2,9.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9817,-119.6637,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,CEN,INNER,1,9.95,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,CEN,INNER,2,9.566666667,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,CEN,MID,1,10.85,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2011,7,19,SCI_YELLOWBANKS,CEN,MID,2,11.9,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,CEN,OUTER,1,18.3,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,CEN,OUTER,2,18.15,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.988533,-119.546983,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,W,INNER,1,11,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,W,INNER,2,10.55,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,W,MID,1,13.55,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,W,MID,2,14.15,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,W,OUTER,1,19.35,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2011,6,29,SCI_YELLOWBANKS,W,OUTER,2,19.4,Gull Island SMR,reference,OUT,SCSR,NCI East,SCI,33.9893,-119.564933,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,E,INNER,1,6.25,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,E,INNER,2,7.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,E,MID,1,9.95,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,E,MID,2,11.15,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,E,OUTER,1,15.05,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,E,OUTER,2,15.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.015867,-120.3305,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,W,INNER,1,7.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,W,INNER,2,7.45,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,W,MID,1,10.85,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,W,MID,2,11.75,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,W,OUTER,1,12.5,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2011,12,20,SMI_CROOK_POINT,W,OUTER,2,13.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.01385,-120.337333,0
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,INNER,1,7.45,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,INNER,2,8.8,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,MID,1,9.466666667,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,MID,2,8.65,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,OUTER,1,12.8,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2011,10,24,SMI_CUYLER,E,OUTER,2,13.55,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.051717,-120.346183,0
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,INNER,1,5.05,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,INNER,2,4.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,MID,1,11.5,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2011,8,17,SMI_CUYLER,W,MID,2,10.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2011,8,16,SMI_CUYLER,W,OUTER,1,13.7,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2011,8,16,SMI_CUYLER,W,OUTER,2,12.2,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.05705,-120.3526,0
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,INNER,1,8.4,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,INNER,2,7.9,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,MID,1,9.633333333,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,MID,2,10.7,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,OUTER,1,14,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2011,10,10,SMI_HARRIS_PT_RESERVE,E,OUTER,2,14.6,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.052783,-120.337383,2003
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,INNER,1,6,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,INNER,2,6.1,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,MID,1,8.35,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,MID,2,8.1,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,OUTER,1,10.1,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2011,8,16,SMI_HARRIS_PT_RESERVE,W,OUTER,2,11.9,Harris Point SMR,SMR,IN,SCSR,NCI West,SMI,34.063683,-120.355983,2003
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,E,INNER,1,5.35,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,E,INNER,2,7.3,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,E,MID,1,12,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,E,MID,2,11.15,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,E,OUTER,1,16.35,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,E,OUTER,2,14.3,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.025467,-120.4067,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,W,INNER,1,7.5,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,W,INNER,2,10.1,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,W,MID,1,9.566666667,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,W,MID,2,11.45,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,W,OUTER,1,13.6,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2011,12,21,SMI_TYLER_BIGHT,W,OUTER,2,14.9,Harris Point SMR,reference,OUT,SCSR,NCI West,SMI,34.027292,-120.411744,0
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,INNER,1,8,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.931667,-120.197417,0
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,INNER,2,8.4,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.931667,-120.197417,0
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,N,MID,1,10.4,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.931667,-120.197417,0
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,N,MID,2,9.5,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.931667,-120.197417,0
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,OUTER,1,18.7,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.931667,-120.197417,0
UCSB,SBTL_SWATH,2011,12,9,SRI_CLUSTER_POINT,N,OUTER,2,19.5,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.931667,-120.197417,0
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,INNER,1,7.9,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.923833,-120.192,0
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,INNER,2,7.6,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.923833,-120.192,0
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,MID,1,9.566666667,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.923833,-120.192,0
UCSB,SBTL_SWATH,2011,11,22,SRI_CLUSTER_POINT,S,MID,2,8.95,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.923833,-120.192,0
UCSB,SBTL_SWATH,2011,12,8,SRI_CLUSTER_POINT,S,OUTER,1,18.6,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.923833,-120.192,0
UCSB,SBTL_SWATH,2011,12,8,SRI_CLUSTER_POINT,S,OUTER,2,17.5,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.923833,-120.192,0
UCSB,SBTL_SWATH,2011,7,5,SRI_JOHNSONS_LEE_SOUTH,E,INNER,1,13.8,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.897433,-120.100383,0
UCSB,SBTL_SWATH,2011,7,5,SRI_JOHNSONS_LEE_SOUTH,E,INNER,2,14.3,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.897433,-120.100383,0
UCSB,SBTL_SWATH,2011,7,5,SRI_JOHNSONS_LEE_SOUTH,E,MID,1,14.83333333,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.897433,-120.100383,0
UCSB,SBTL_SWATH,2011,7,5,SRI_JOHNSONS_LEE_SOUTH,E,MID,2,12.7,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.897433,-120.100383,0
UCSB,SBTL_SWATH,2011,7,5,SRI_JOHNSONS_LEE_SOUTH,E,OUTER,1,13.55,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.897433,-120.100383,0
UCSB,SBTL_SWATH,2011,7,5,SRI_JOHNSONS_LEE_SOUTH,E,OUTER,2,13.85,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.897433,-120.100383,0
UCSB,SBTL_SWATH,2011,7,6,SRI_JOHNSONS_LEE_SOUTH,W,INNER,1,8.4,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.895133,-120.104317,0
UCSB,SBTL_SWATH,2011,7,6,SRI_JOHNSONS_LEE_SOUTH,W,INNER,2,9.966666667,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.895133,-120.104317,0
UCSB,SBTL_SWATH,2011,7,6,SRI_JOHNSONS_LEE_SOUTH,W,MID,1,11.9,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.895133,-120.104317,0
UCSB,SBTL_SWATH,2011,7,6,SRI_JOHNSONS_LEE_SOUTH,W,MID,2,12.2,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.895133,-120.104317,0
UCSB,SBTL_SWATH,2011,7,6,SRI_JOHNSONS_LEE_SOUTH,W,OUTER,1,16.2,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.895133,-120.104317,0
UCSB,SBTL_SWATH,2011,7,6,SRI_JOHNSONS_LEE_SOUTH,W,OUTER,2,16.2,South Point SMR,reference,OUT,SCSR,NCI West,SRI,33.895133,-120.104317,0
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,1,9.3,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.891567,-120.1192,2003
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,INNER,2,9.566666667,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.891567,-120.1192,2003
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,MID,1,9.95,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.891567,-120.1192,2003
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,E,MID,2,10.2,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.891567,-120.1192,2003
UCSB,SBTL_SWATH,2011,7,5,SRI_SOUTH_POINT,E,OUTER,1,14.3,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.891567,-120.1192,2003
UCSB,SBTL_SWATH,2011,7,5,SRI_SOUTH_POINT,E,OUTER,2,14,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.891567,-120.1192,2003
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,INNER,1,5.5,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.894167,-120.124883,2003
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,INNER,2,6,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.894167,-120.124883,2003
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,MID,1,11.75,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.894167,-120.124883,2003
UCSB,SBTL_SWATH,2011,11,21,SRI_SOUTH_POINT,W,MID,2,11.2,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.894167,-120.124883,2003
UCSB,SBTL_SWATH,2011,7,5,SRI_SOUTH_POINT,W,OUTER,1,16.66666667,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.894167,-120.124883,2003
UCSB,SBTL_SWATH,2011,7,5,SRI_SOUTH_POINT,W,OUTER,2,15.9,South Point SMR,SMR,IN,SCSR,NCI West,SRI,33.894167,-120.124883,2003
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,CEN,INNER,1,4.9,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,CEN,INNER,2,5.5,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,CEN,OUTER,1,12.95,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,CEN,OUTER,2,11.3,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017667,-119.363683,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,E,INNER,1,5.95,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,E,INNER,2,5.8,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,E,OUTER,1,12.8,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,E,OUTER,2,11.2,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.017033,-119.361133,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,W,INNER,1,5.05,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,W,INNER,2,5.05,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,W,OUTER,1,6.7,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2012,7,11,ANACAPA_EAST_ISLE,W,OUTER,2,8,Anacapa Island SMR,SMR,IN,SCSR,NCI East,ANA,34.015867,-119.371733,1978
UCSB,SBTL_SWATH,2012,8,29,ANACAPA_LIGHTHOUSE_REEF,CEN,INNER,1,5.6,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2012,8,29,ANACAPA_LIGHTHOUSE_REEF,CEN,INNER,2,5.35,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2012,7,10,ANACAPA_LIGHTHOUSE_REEF,CEN,OUTER,1,6.85,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2012,7,10,ANACAPA_LIGHTHOUSE_REEF,CEN,OUTER,2,5.05,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.012783,-119.363133,0
UCSB,SBTL_SWATH,2012,8,29,ANACAPA_LIGHTHOUSE_REEF,E,INNER,1,6.25,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0139,-119.36,0
UCSB,SBTL_SWATH,2012,8,29,ANACAPA_LIGHTHOUSE_REEF,E,INNER,2,5.95,Anacapa Island SMR,reference,OUT,SCSR,NCI East,ANA,34.0139,-119.36,0
