campus,method,year,month,day,site,side,zone,transect,classcode,count,size,depth,observer,heading
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,INNER,2,PANINT,1,,5.5,KATIE DAVIS,30
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,INNER,2,STRPURAD,180,,5.5,KATIE DAVIS,30
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,OUTER,1,MESFRAAD,424,,10.7,SCOTT HAMILTON,90
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,OUTER,1,STRPURAD,1583,,10.7,SCOTT HAMILTON,90
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,OUTER,2,MESFRAAD,139,,8.2,KATIE DAVIS,240
UCSB,SBTL_SWATH,2007,7,18,ANACAPA_EAST_FISH_CAMP,W,OUTER,2,STRPURAD,304,,8.2,KATIE DAVIS,240
UCSB,SBTL_SWATH,2007,7,18,SCI_VALLEY,E,INNER,1,MESFRAAD,92,,7,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,7,18,SCI_VALLEY,E,INNER,1,STRPURAD,82,,7,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,7,18,SCI_VALLEY,E,INNER,2,MESFRAAD,19,,7,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,7,18,SCI_VALLEY,E,OUTER,1,MESFRAAD,106,,11,SCOTT HAMILTON,90
UCSB,SBTL_SWATH,2007,7,18,SCI_VALLEY,E,OUTER,1,STRPURAD,513,,11,SCOTT HAMILTON,90
UCSB,SBTL_SWATH,2007,7,18,SCI_VALLEY,E,OUTER,2,MESFRAAD,148,,11,SCOTT HAMILTON,90
UCSB,SBTL_SWATH,2007,7,18,SCI_VALLEY,E,OUTER,2,STRPURAD,575,,11,SCOTT HAMILTON,90
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,INNER,1,MESFRAAD,1075,,7.6,SCOTT CLARK,240
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,INNER,1,STRPURAD,1575,,7.6,SCOTT CLARK,240
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,INNER,2,MESFRAAD,252,,8.5,SCOTT CLARK,60
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,INNER,2,STRPURAD,503,,8.5,SCOTT CLARK,60
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,MID,1,MESFRAAD,17,,10.1,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,MID,1,STRPURAD,37,,10.1,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,MID,2,MESFRAAD,212,,9.1,ALEX RAY,90
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,MID,2,STRPURAD,356,,9.1,ALEX RAY,90
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,OUTER,1,MESFRAAD,1,,18,SCOTT CLARK,220
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,OUTER,1,STRPURAD,34,,18,SCOTT CLARK,220
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,OUTER,2,MESFRAAD,18,,15.5,ALEX RAY,40
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,CEN,OUTER,2,STRPURAD,33,,15.5,ALEX RAY,40
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,W,INNER,2,PANINT,5,,10.1,ALEX RAY,90
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,W,MID,1,MESFRAAD,25,,12.2,SCOTT CLARK,240
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,W,MID,1,PANINT,2,,12.2,SCOTT CLARK,240
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,W,MID,1,STRPURAD,1,,12.2,SCOTT CLARK,240
UCSB,SBTL_SWATH,2007,7,18,SCI_YELLOWBANKS,W,MID,2,STRPURAD,2,,12.5,SCOTT CLARK,60
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,1,MESFRAAD,84,,7,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,1,PANINT,1,,7,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,1,STRPURAD,3,,7,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,2,MESFRAAD,139,,6.1,KATIE DAVIS,120
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,2,PANINT,19,,6.1,KATIE DAVIS,120
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,INNER,2,STRPURAD,70,,6.1,KATIE DAVIS,120
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,OUTER,1,MESFRAAD,129,,12.2,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,OUTER,1,STRPURAD,31,,12.2,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,OUTER,2,MESFRAAD,106,,11.3,KATIE DAVIS,120
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,OUTER,2,PANINT,1,,11.3,KATIE DAVIS,120
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,CEN,OUTER,2,STRPURAD,3,,11.3,KATIE DAVIS,120
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,INNER,1,MESFRAAD,289,,6.1,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,INNER,1,STRPURAD,127,,6.1,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,INNER,2,MESFRAAD,80,,4.9,KATIE DAVIS,300
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,INNER,2,PANINT,1,,4.9,KATIE DAVIS,300
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,INNER,2,STRPURAD,88,,4.9,KATIE DAVIS,300
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,OUTER,1,MESFRAAD,94,,12.2,SCOTT HAMILTON,230
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,OUTER,1,STRPURAD,23,,12.2,SCOTT HAMILTON,230
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,OUTER,2,MESFRAAD,37,,12.2,KATIE DAVIS,300
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,E,OUTER,2,STRPURAD,27,,12.2,KATIE DAVIS,300
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,INNER,1,MESFRAAD,291,,4.6,KATIE DAVIS,300
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,INNER,1,STRPURAD,73,,4.6,KATIE DAVIS,300
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,INNER,2,MESFRAAD,271,,4.9,SCOTT HAMILTON,140
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,INNER,2,PANINT,7,,4.9,SCOTT HAMILTON,140
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,INNER,2,STRPURAD,25,,4.9,SCOTT HAMILTON,140
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,OUTER,1,MESFRAAD,40,,6.4,KATIE DAVIS,230
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,OUTER,1,STRPURAD,8,,6.4,KATIE DAVIS,230
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,OUTER,2,MESFRAAD,167,,9.1,SCOTT HAMILTON,140
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,OUTER,2,PANINT,1,,9.1,SCOTT HAMILTON,140
UCSB,SBTL_SWATH,2007,7,19,ANACAPA_EAST_ISLE,W,OUTER,2,STRPURAD,27,,9.1,SCOTT HAMILTON,140
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,INNER,1,MESFRAAD,210,,5.2,SCOTT CLARK,0
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,INNER,1,PANINT,1,,5.2,SCOTT CLARK,0
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,INNER,1,STRPURAD,2429,,5.2,SCOTT CLARK,0
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,INNER,2,MESFRAAD,63,,6.1,ALEX RAY,180
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,INNER,2,STRPURAD,2100,,6.1,ALEX RAY,180
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,MID,1,MESFRAAD,59,,9.5,SCOTT CLARK,0
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,MID,1,PANINT,1,,9.5,SCOTT CLARK,0
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,MID,1,STRPURAD,1950,,9.5,SCOTT CLARK,0
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,MID,2,MESFRAAD,22,,10.1,ALEX RAY,180
UCSB,SBTL_SWATH,2007,7,19,SCI_CAVERN_POINT,E,MID,2,STRPURAD,1054,,10.1,ALEX RAY,180
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,INNER,1,MESFRAAD,509,,5.8,SCOTT CLARK,120
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,INNER,1,STRPURAD,2250,,5.8,SCOTT CLARK,120
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,INNER,2,MESFRAAD,121,,5.8,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,INNER,2,STRPURAD,820,,5.8,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,MID,1,MESFRAAD,505,,8.8,SCOTT CLARK,120
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,MID,1,STRPURAD,1008,,8.8,SCOTT CLARK,120
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,MID,2,MESFRAAD,197,,9.1,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,MID,2,STRPURAD,309,,9.1,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,OUTER,1,MESFRAAD,355,,12.2,SCOTT CLARK,150
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,OUTER,1,STRPURAD,374,,12.2,SCOTT CLARK,150
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,OUTER,2,MESFRAAD,163,,12.2,ALEX RAY,330
UCSB,SBTL_SWATH,2007,7,19,SCI_SCORPION,W,OUTER,2,STRPURAD,125,,12.2,ALEX RAY,330
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,INNER,1,MESFRAAD,358,,5.5,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,INNER,1,PANINT,1,,5.5,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,INNER,1,STRPURAD,1035,,5.5,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,INNER,2,MESFRAAD,130,,6.1,SCOTT HAMILTON,30
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,INNER,2,STRPURAD,718,,6.1,SCOTT HAMILTON,30
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,MID,1,MESFRAAD,104,,9.1,JENN CASELLE,0
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,MID,1,STRPURAD,376,,9.1,JENN CASELLE,0
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,MID,2,MESFRAAD,717,,9.8,JENN CASELLE,0
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,E,MID,2,STRPURAD,1289,,9.8,JENN CASELLE,0
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,INNER,1,MESFRAAD,109,,9.1,JENN CASELLE,120
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,INNER,1,STRPURAD,365,,9.1,JENN CASELLE,120
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,INNER,2,MESFRAAD,247,,6.1,JENN CASELLE,0
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,INNER,2,STRPURAD,561,,6.1,JENN CASELLE,0
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,MID,1,MESFRAAD,253,,10.1,SCOTT HAMILTON,300
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,MID,1,STRPURAD,138,,10.1,SCOTT HAMILTON,300
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,MID,2,MESFRAAD,268,,9.1,SCOTT HAMILTON,300
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,MID,2,PANINT,1,,9.1,SCOTT HAMILTON,300
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,MID,2,STRPURAD,227,,9.1,SCOTT HAMILTON,300
UCSB,SBTL_SWATH,2007,7,23,SCI_GULL_ISLE,W,OUTER,1,MESFRAAD,3,,17.1,SCOTT HAMILTON,320
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,INNER,1,MESFRAAD,275,,4.9,SCOTT CLARK,120
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,INNER,1,STRPURAD,1147,,4.9,SCOTT CLARK,120
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,INNER,2,MESFRAAD,200,,7.6,ALEX RAY,285
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,INNER,2,STRPURAD,1950,,7.6,ALEX RAY,285
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,MID,1,MESFRAAD,238,,11,SCOTT CLARK,140
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,MID,1,STRPURAD,2929,,11,SCOTT CLARK,140
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,MID,2,MESFRAAD,282,,11.3,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,MID,2,STRPURAD,205,,11.3,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,OUTER,1,MESFRAAD,94,,19.2,SCOTT CLARK,60
UCSB,SBTL_SWATH,2007,7,23,SCI_SCORPION,E,OUTER,2,MESFRAAD,3,,19.8,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_NORTH,W,INNER,1,MESFRAAD,5,,7.6,JENN CASELLE,180
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_NORTH,W,INNER,1,STRPURAD,2,,7.6,JENN CASELLE,180
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_NORTH,W,INNER,2,MESFRAAD,31,,9.1,JENN CASELLE,240
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_NORTH,W,INNER,2,STRPURAD,13,,9.1,JENN CASELLE,240
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_NORTH,W,MID,1,MESFRAAD,47,,11,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_NORTH,W,MID,1,STRPURAD,14,,11,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,E,INNER,1,MESFRAAD,24,,12.2,JENN CASELLE,220
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,E,INNER,1,STRPURAD,1,,12.2,JENN CASELLE,220
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,E,MID,1,MESFRAAD,103,,10.7,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,E,MID,1,STRPURAD,21,,10.7,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,E,MID,2,MESFRAAD,14,,12.8,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,E,MID,2,STRPURAD,3,,12.8,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,W,OUTER,1,MESFRAAD,4,,16.8,SCOTT HAMILTON,210
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,W,OUTER,2,MESFRAAD,7,,9.1,JENN CASELLE,40
UCSB,SBTL_SWATH,2007,7,24,SRI_JOHNSONS_LEE_SOUTH,W,OUTER,2,STRPURAD,1,,9.1,JENN CASELLE,40
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,INNER,1,MESFRAAD,371,,5.5,SCOTT CLARK,70
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,INNER,1,STRPURAD,276,,5.5,SCOTT CLARK,70
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,INNER,2,MESFRAAD,112,,4.6,ALEX RAY,210
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,INNER,2,PANINT,2,,4.6,ALEX RAY,210
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,INNER,2,STRPURAD,389,,4.6,ALEX RAY,210
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,OUTER,1,MESFRAAD,54,,13.7,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,OUTER,1,STRPURAD,12,,13.7,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,OUTER,2,MESFRAAD,100,,11.3,ALEX RAY,190
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,CEN,OUTER,2,STRPURAD,92,,11.3,ALEX RAY,190
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,INNER,1,MESFRAAD,364,,4.6,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,INNER,1,STRPURAD,886,,4.6,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,INNER,2,MESFRAAD,1,,4.6,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,INNER,2,STRPURAD,80,,4.6,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,OUTER,1,MESFRAAD,463,,10.1,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,OUTER,1,STRPURAD,251,,10.1,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,OUTER,2,MESFRAAD,491,,10.7,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,E,OUTER,2,STRPURAD,204,,10.7,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,W,INNER,1,MESFRAAD,333,,5.5,SCOTT CLARK,60
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,W,INNER,1,STRPURAD,2500,,5.5,SCOTT CLARK,60
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,W,INNER,2,MESFRAAD,134,,7,SCOTT CLARK,240
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,W,INNER,2,STRPURAD,1850,,7,SCOTT CLARK,240
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,W,OUTER,1,MESFRAAD,4,,21.3,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,W,OUTER,2,MESFRAAD,12,,21.3,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,25,ANACAPA_WEST_ISLE,W,OUTER,2,STRPURAD,2,,21.3,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,25,SRI_JOHNSONS_LEE_NORTH,E,OUTER,1,MESFRAAD,47,,12.8,SCOTT HAMILTON,270
UCSB,SBTL_SWATH,2007,7,25,SRI_JOHNSONS_LEE_NORTH,E,OUTER,1,STRPURAD,1,,12.8,SCOTT HAMILTON,270
UCSB,SBTL_SWATH,2007,7,25,SRI_JOHNSONS_LEE_SOUTH,W,INNER,2,MESFRAAD,3,,10.1,SCOTT HAMILTON,30
UCSB,SBTL_SWATH,2007,7,25,SRI_JOHNSONS_LEE_SOUTH,W,MID,2,MESFRAAD,5,,12.2,JENN CASELLE,30
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,INNER,1,MESFRAAD,430,,6.4,SCOTT CLARK,110
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,INNER,1,STRPURAD,311,,6.4,SCOTT CLARK,110
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,INNER,2,MESFRAAD,201,,6.7,ALEX RAY,330
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,INNER,2,STRPURAD,763,,6.7,ALEX RAY,330
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,OUTER,1,MESFRAAD,7,,13.7,SCOTT CLARK,110
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,OUTER,1,STRPURAD,1,,13.7,SCOTT CLARK,110
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,OUTER,2,MESFRAAD,10,,13.7,ALEX RAY,180
UCSB,SBTL_SWATH,2007,7,26,SCI_PAINTED_CAVE,W,OUTER,2,STRPURAD,10,,13.7,ALEX RAY,180
UCSB,SBTL_SWATH,2007,7,31,NAPLES,CEN,INNER,1,MESFRAAD,5,,8.5,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,CEN,INNER,1,STRPURAD,509,,8.5,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,CEN,INNER,2,MESFRAAD,35,,7.6,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,CEN,INNER,2,STRPURAD,56,,7.6,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,CEN,OUTER,1,MESFRAAD,25,,14,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,CEN,OUTER,1,STRPURAD,1,,14,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,INNER,1,MESFRAAD,349,,7.6,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,INNER,1,STRPURAD,578,,7.6,SCOTT CLARK,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,INNER,2,MESFRAAD,156,,9.1,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,INNER,2,STRPURAD,289,,9.1,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,OUTER,1,MESFRAAD,230,,13.7,SCOTT CLARK,300
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,OUTER,1,STRPURAD,148,,13.7,SCOTT CLARK,300
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,OUTER,2,MESFRAAD,108,,12.2,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,7,31,NAPLES,W,OUTER,2,STRPURAD,330,,12.2,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,E,INNER,2,MESFRAAD,3,,8.2,ALEX RAY,270
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,E,MID,1,MESFRAAD,27,,8.8,SCOTT HAMILTON,270
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,E,MID,1,STRPURAD,59,,8.8,SCOTT HAMILTON,270
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,E,MID,2,MESFRAAD,63,,10.1,SCOTT HAMILTON,270
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,E,MID,2,STRPURAD,44,,10.1,SCOTT HAMILTON,270
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,E,OUTER,1,MESFRAAD,41,,15.9,SCOTT HAMILTON,270
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,INNER,1,MESFRAAD,37,,8.2,ALEX RAY,60
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,INNER,1,STRPURAD,3,,8.2,ALEX RAY,60
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,INNER,2,MESFRAAD,253,,7.3,SCOTT HAMILTON,120
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,INNER,2,STRPURAD,258,,7.3,SCOTT HAMILTON,120
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,MID,2,MESFRAAD,75,,10.7,SCOTT HAMILTON,120
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,MID,2,STRPURAD,17,,10.7,SCOTT HAMILTON,120
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,OUTER,1,MESFRAAD,35,,14.6,SCOTT HAMILTON,300
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,OUTER,1,STRPURAD,2,,14.6,SCOTT HAMILTON,300
UCSB,SBTL_SWATH,2007,7,31,SRI_SOUTH_POINT,W,OUTER,2,MESFRAAD,15,,13.1,ALEX RAY,90
UCSB,SBTL_SWATH,2007,8,1,SCI_PAINTED_CAVE,CEN,INNER,1,MESFRAAD,304,,6.4,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,8,1,SCI_PAINTED_CAVE,CEN,INNER,1,STRPURAD,615,,6.4,KATIE DAVIS,90
UCSB,SBTL_SWATH,2007,8,1,SCI_PAINTED_CAVE,CEN,INNER,2,MESFRAAD,725,,5.2,KATIE DAVIS,270
UCSB,SBTL_SWATH,2007,8,1,SCI_PAINTED_CAVE,CEN,INNER,2,STRPURAD,477,,5.2,KATIE DAVIS,270
UCSB,SBTL_SWATH,2007,8,1,SCI_PAINTED_CAVE,CEN,OUTER,1,MESFRAAD,11,,13.1,SCOTT CLARK,90
